english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
axiomatic,It is axiomatic in linguistics that all human languages share universal grammatical principles.,자명한,모든 인간 언어가 보편적 문법 원리를 공유한다는 것은 언어학에서 자명하다.,自明の,すべての人間の言語が普遍的な文法原理を共有していることは言語学では自明である。,不证自明的,所有人类语言共享普遍语法原则在语言学中是不证自明的。,axiomático,Es axiomático en lingüística que todas las lenguas humanas comparten principios gramaticales universales.,hiển nhiên,Trong ngôn ngữ học điều hiển nhiên là tất cả ngôn ngữ đều chia sẻ các nguyên tắc ngữ pháp phổ quát.,เป็นสัจพจน์,เป็นสัจพจน์ในภาษาศาสตร์ว่าภาษามนุษย์ทั้งหมดมีหลักไวยากรณ์สากลร่วมกัน,aksiomatis,Merupakan hal yang aksiomatis dalam linguistik bahwa semua bahasa manusia berbagi prinsip tata bahasa universal.
bellicose,The diplomat warned that bellicose rhetoric could undermine ongoing peace negotiations.,호전적인,외교관은 호전적인 수사가 진행 중인 평화 협상을 약화시킬 수 있다고 경고했다.,好戦的な,外交官は好戦的なレトリックが進行中の和平交渉を損なう可能性があると警告した。,好战的,外交官警告说好战言论可能破坏正在进行的和平谈判。,belicoso,El diplomático advirtió que la retórica belicosa podría socavar las negociaciones de paz en curso.,hiếu chiến,Nhà ngoại giao cảnh báo rằng lời lẽ hiếu chiến có thể làm suy yếu các cuộc đàm phán hòa bình đang diễn ra.,ชอบทำสงคราม,นักการทูตเตือนว่าวาทกรรมที่ชอบทำสงครามอาจบ่อนทำลายการเจรจาสันติภาพที่กำลังดำเนินอยู่,suka berperang,Diplomat memperingatkan bahwa retorika yang suka berperang dapat merusak negosiasi perdamaian yang sedang berlangsung.
circumvent,Researchers developed a novel technique to circumvent the limitations of traditional microscopy.,우회하다,연구자들은 전통적 현미경의 한계를 우회하는 새로운 기술을 개발했다.,回避する,研究者たちは従来の顕微鏡法の限界を回避する新しい技術を開発した。,规避,研究人员开发了一种新技术来规避传统显微镜的局限性。,eludir,Los investigadores desarrollaron una técnica novedosa para eludir las limitaciones de la microscopía tradicional.,lách qua,Các nhà nghiên cứu đã phát triển một kỹ thuật mới để lách qua những hạn chế của kính hiển vi truyền thống.,หลีกเลี่ยง,นักวิจัยพัฒนาเทคนิคใหม่เพื่อหลีกเลี่ยงข้อจำกัดของกล้องจุลทรรศน์แบบดั้งเดิม,menghindari,Para peneliti mengembangkan teknik baru untuk menghindari keterbatasan mikroskopi tradisional.
coalesce,Over centuries diverse cultural traditions coalesced into a unified national identity.,합쳐지다,수세기에 걸쳐 다양한 문화 전통이 통합된 국가 정체성으로 합쳐졌다.,融合する,何世紀にもわたって多様な文化的伝統が統一された国民的アイデンティティに融合した。,融合,几个世纪以来不同的文化传统融合成统一的国家认同。,fusionarse,A lo largo de los siglos diversas tradiciones culturales se fusionaron en una identidad nacional unificada.,hợp nhất,Qua nhiều thế kỷ các truyền thống văn hóa đa dạng đã hợp nhất thành một bản sắc dân tộc thống nhất.,รวมตัว,ตลอดหลายศตวรรษประเพณีวัฒนธรรมที่หลากหลายรวมตัวกันเป็นอัตลักษณ์ประจำชาติที่เป็นหนึ่งเดียว,menyatu,Selama berabad-abad tradisi budaya yang beragam menyatu menjadi identitas nasional yang terpadu.
concomitant,Rapid industrialization brought concomitant environmental degradation.,수반하는,급속한 산업화는 수반하는 환경 악화를 가져왔다.,付随する,急速な工業化は付随する環境悪化をもたらした。,伴随的,快速工业化带来了伴随的环境退化。,concomitante,La rápida industrialización trajo consigo una degradación ambiental concomitante.,đi kèm,Quá trình công nghiệp hóa nhanh chóng mang theo sự suy thoái môi trường đi kèm.,ที่เกิดร่วมกัน,การพัฒนาอุตสาหกรรมอย่างรวดเร็วนำมาซึ่งความเสื่อมโทรมของสิ่งแวดล้อมที่เกิดร่วมกัน,yang menyertai,Industrialisasi yang cepat membawa degradasi lingkungan yang menyertai.
confound,The unexpected variable confounded the results of the longitudinal study.,혼란시키다,예상치 못한 변수가 종단 연구의 결과를 혼란시켰다.,混乱させる,予期しない変数が縦断研究の結果を混乱させた。,混淆,意外变量混淆了纵向研究的结果。,confundir,La variable inesperada confundió los resultados del estudio longitudinal.,làm nhiễu,Biến số bất ngờ đã làm nhiễu kết quả của nghiên cứu theo chiều dọc.,ทำให้สับสน,ตัวแปรที่ไม่คาดคิดทำให้ผลลัพธ์ของการศึกษาระยะยาวสับสน,mengacaukan,Variabel yang tidak terduga mengacaukan hasil penelitian longitudinal.
delineate,The professor asked students to delineate the key differences between the two theoretical frameworks.,서술하다,교수는 학생들에게 두 이론적 틀 사이의 주요 차이점을 서술하도록 요청했다.,描写する,教授は学生に二つの理論的枠組みの主要な違いを描写するよう求めた。,描述,教授要求学生描述两个理论框架之间的主要区别。,delinear,El profesor pidió a los estudiantes que delinearan las diferencias clave entre los dos marcos teóricos.,phác họa,Giáo sư yêu cầu sinh viên phác họa những khác biệt chính giữa hai khung lý thuyết.,อธิบาย,ศาสตราจารย์ขอให้นักศึกษาอธิบายความแตกต่างสำคัญระหว่างกรอบทฤษฎีทั้งสอง,menggambarkan,Profesor meminta mahasiswa untuk menggambarkan perbedaan utama antara dua kerangka teoretis tersebut.
desiccate,Prolonged drought desiccated the farmland and destroyed the season's harvest.,건조시키다,장기간의 가뭄이 농지를 건조시키고 그 해의 수확물을 파괴했다.,乾燥させる,長期の干ばつが農地を乾燥させ、その季節の収穫を壊滅させた。,使干燥,长期干旱使农田干燥并毁坏了当季的收成。,desecar,La sequía prolongada desecó las tierras de cultivo y destruyó la cosecha de la temporada.,làm khô cạn,Hạn hán kéo dài đã làm khô cạn đất nông nghiệp và phá hủy vụ mùa.,ทำให้แห้ง,ภัยแล้งที่ยาวนานทำให้พื้นที่เกษตรแห้งและทำลายผลผลิตของฤดูกาล,mengeringkan,Kekeringan berkepanjangan mengeringkan lahan pertanian dan menghancurkan panen musim itu.
didactic,The professor's didactic approach ensured that even the most complex theories were accessible.,교훈적인,교수의 교훈적인 접근법은 가장 복잡한 이론도 이해할 수 있게 했다.,教訓的な,教授の教訓的なアプローチにより最も複雑な理論でも理解しやすくなった。,说教的,教授的说教式方法确保了即使是最复杂的理论也易于理解。,didáctico,El enfoque didáctico del profesor aseguró que incluso las teorías más complejas fueran accesibles.,mang tính giáo huấn,Phương pháp mang tính giáo huấn của giáo sư đảm bảo ngay cả những lý thuyết phức tạp nhất cũng dễ tiếp cận.,เชิงสั่งสอน,แนวทางเชิงสั่งสอนของศาสตราจารย์ทำให้แม้ทฤษฎีที่ซับซ้อนที่สุดก็เข้าถึงได้,bersifat mendidik,Pendekatan bersifat mendidik sang profesor memastikan bahwa teori yang paling kompleks pun dapat dipahami.
disparate,The study examined disparate socioeconomic groups to identify universal behavioral patterns.,이질적인,그 연구는 보편적 행동 패턴을 파악하기 위해 이질적인 사회경제적 집단을 조사했다.,異質の,その研究は普遍的な行動パターンを特定するために異質な社会経済的集団を調査した。,不同的,该研究考察了不同的社会经济群体以识别普遍的行为模式。,dispares,El estudio examinó grupos socioeconómicos dispares para identificar patrones de comportamiento universales.,khác biệt,Nghiên cứu khảo sát các nhóm kinh tế xã hội khác biệt để xác định các mô hình hành vi phổ quát.,แตกต่างกัน,การศึกษาตรวจสอบกลุ่มเศรษฐกิจสังคมที่แตกต่างกันเพื่อระบุรูปแบบพฤติกรรมที่เป็นสากล,berbeda-beda,Studi tersebut meneliti kelompok sosial ekonomi yang berbeda-beda untuk mengidentifikasi pola perilaku universal.
ebullient,The ebullient crowd celebrated the breakthrough discovery at the research symposium.,열광적인,열광적인 군중이 연구 심포지엄에서 획기적인 발견을 축하했다.,熱狂的な,熱狂的な群衆が研究シンポジウムで画期的な発見を祝った。,热情洋溢的,热情洋溢的人群在研究研讨会上庆祝了这一突破性发现。,efervescente,La multitud efervescente celebró el descubrimiento revolucionario en el simposio de investigación.,hân hoan,Đám đông hân hoan ăn mừng phát hiện đột phá tại hội nghị nghiên cứu.,เปี่ยมด้วยความสุข,ฝูงชนที่เปี่ยมด้วยความสุขเฉลิมฉลองการค้นพบที่ก้าวล้ำในงานสัมมนาวิจัย,sangat antusias,Kerumunan yang sangat antusias merayakan penemuan terobosan di simposium penelitian.
elucidate,The lecturer used diagrams to elucidate the mechanism of gene expression.,설명하다,강사는 유전자 발현 메커니즘을 설명하기 위해 도표를 사용했다.,解明する,講師は遺伝子発現のメカニズムを解明するために図を使用した。,阐明,讲师用图表来阐明基因表达的机制。,elucidar,El profesor usó diagramas para elucidar el mecanismo de expresión génica.,làm sáng tỏ,Giảng viên sử dụng sơ đồ để làm sáng tỏ cơ chế biểu hiện gen.,อธิบายให้ชัดเจน,ผู้บรรยายใช้แผนภาพเพื่ออธิบายกลไกการแสดงออกของยีนให้ชัดเจน,menjelaskan,Dosen menggunakan diagram untuk menjelaskan mekanisme ekspresi gen.
enunciate,The candidate was asked to clearly enunciate her thesis statement during the defense.,명확히 말하다,후보자는 논문 심사에서 논문 진술을 명확히 말하도록 요청받았다.,明確に述べる,候補者は審査において論文の命題を明確に述べるよう求められた。,清楚地阐述,候选人被要求在答辩中清楚地阐述她的论文陈述。,enunciar,Se le pidió a la candidata que enunciara claramente su declaración de tesis durante la defensa.,phát biểu rõ ràng,Ứng viên được yêu cầu phát biểu rõ ràng luận điểm của mình trong buổi bảo vệ luận văn.,กล่าวอย่างชัดเจน,ผู้สมัครถูกขอให้กล่าวคำแถลงวิทยานิพนธ์ของเธออย่างชัดเจนระหว่างการสอบป้องกัน,mengartikulasikan,Kandidat diminta untuk mengartikulasikan pernyataan tesisnya dengan jelas selama pembelaan.
equivocal,The experimental results were equivocal and required further replication.,모호한,실험 결과가 모호하여 추가 재현이 필요했다.,曖昧な,実験結果は曖昧であり、さらなる再現が必要であった。,模棱两可的,实验结果模棱两可需要进一步重复验证。,equívoco,Los resultados experimentales fueron equívocos y requirieron mayor replicación.,mơ hồ,Kết quả thí nghiệm mơ hồ và cần được lặp lại thêm.,คลุมเครือ,ผลการทดลองคลุมเครือและจำเป็นต้องทำซ้ำเพิ่มเติม,meragukan,Hasil eksperimen meragukan dan memerlukan replikasi lebih lanjut.
extraneous,The editor removed extraneous details that did not contribute to the main argument.,무관한,편집자는 주요 논지에 기여하지 않는 무관한 세부 사항을 삭제했다.,無関係の,編集者は主要な議論に貢献しない無関係な詳細を削除した。,无关的,编辑删除了与主要论点无关的细节。,extraño,El editor eliminó detalles extraños que no contribuían al argumento principal.,không liên quan,Biên tập viên đã loại bỏ các chi tiết không liên quan không đóng góp vào lập luận chính.,ที่ไม่เกี่ยวข้อง,บรรณาธิการลบรายละเอียดที่ไม่เกี่ยวข้องซึ่งไม่ได้มีส่วนช่วยต่อข้อโต้แย้งหลัก,tidak relevan,Editor menghapus detail yang tidak relevan yang tidak berkontribusi pada argumen utama.
fallacious,The critic exposed the fallacious reasoning behind the popular economic theory.,오류가 있는,비평가는 대중적인 경제 이론 뒤에 있는 오류가 있는 추론을 폭로했다.,誤った,批評家はその人気のある経済理論の背後にある誤った推論を暴露した。,谬误的,批评者揭露了这一流行经济理论背后的谬误推理。,falaz,El crítico expuso el razonamiento falaz detrás de la popular teoría económica.,ngụy biện,Nhà phê bình đã vạch trần lập luận ngụy biện đằng sau lý thuyết kinh tế phổ biến.,ผิดพลาด,นักวิจารณ์เปิดเผยการให้เหตุผลที่ผิดพลาดเบื้องหลังทฤษฎีเศรษฐศาสตร์ที่เป็นที่นิยม,keliru,Kritikus mengungkap penalaran yang keliru di balik teori ekonomi populer tersebut.
gratuitous,The paper was criticized for its gratuitous use of jargon that obscured meaning.,불필요한,그 논문은 의미를 모호하게 하는 불필요한 전문 용어 사용으로 비판받았다.,不必要な,その論文は意味を曖昧にする不必要な専門用語の使用で批判された。,无端的,该论文因无端使用晦涩术语而受到批评。,gratuito,El artículo fue criticado por su uso gratuito de jerga que oscurecía el significado.,không cần thiết,Bài báo bị chỉ trích vì sử dụng thuật ngữ không cần thiết làm lu mờ ý nghĩa.,ที่ไม่จำเป็น,บทความถูกวิจารณ์ว่าใช้ศัพท์เฉพาะที่ไม่จำเป็นซึ่งบดบังความหมาย,berlebihan,Makalah tersebut dikritik karena penggunaan jargon yang berlebihan yang mengaburkan makna.
hegemony,The study analyzed the cultural hegemony of Western media in developing nations.,패권,그 연구는 개발도상국에서 서구 미디어의 문화적 패권을 분석했다.,覇権,その研究は発展途上国における西洋メディアの文化的覇権を分析した。,霸权,该研究分析了西方媒体在发展中国家的文化霸权。,hegemonía,El estudio analizó la hegemonía cultural de los medios occidentales en naciones en desarrollo.,bá quyền,Nghiên cứu phân tích bá quyền văn hóa của truyền thông phương Tây ở các nước đang phát triển.,อำนาจครอบงำ,การศึกษาวิเคราะห์อำนาจครอบงำทางวัฒนธรรมของสื่อตะวันตกในประเทศกำลังพัฒนา,hegemoni,Studi tersebut menganalisis hegemoni budaya media Barat di negara-negara berkembang.
iconoclast,As an iconoclast in her field she challenged long-held assumptions about language acquisition.,우상 파괴자,해당 분야의 우상 파괴자로서 그녀는 언어 습득에 대한 오랜 가정에 도전했다.,偶像破壊者,その分野の偶像破壊者として彼女は言語習得に関する長年の前提に挑戦した。,打破传统者,作为该领域的打破传统者她挑战了关于语言习得的长期假设。,iconoclasta,Como iconoclasta en su campo desafió suposiciones arraigadas sobre la adquisición del lenguaje.,người phá vỡ truyền thống,Là người phá vỡ truyền thống trong lĩnh vực của mình cô đã thách thức các giả định lâu đời về tiếp thu ngôn ngữ.,ผู้ท้าทายขนบ,ในฐานะผู้ท้าทายขนบในสาขาของเธอ เธอได้ท้าทายสมมติฐานเก่าแก่เกี่ยวกับการเรียนรู้ภาษา,pendobrak tradisi,Sebagai pendobrak tradisi di bidangnya ia menantang asumsi lama tentang pemerolehan bahasa.
immutable,The laws of thermodynamics are considered immutable principles in physics.,불변의,열역학 법칙은 물리학에서 불변의 원리로 간주된다.,不変の,熱力学の法則は物理学における不変の原理と見なされている。,不可变的,热力学定律被认为是物理学中不可变的原理。,inmutable,Las leyes de la termodinámica se consideran principios inmutables en la física.,bất biến,Các định luật nhiệt động lực học được coi là nguyên lý bất biến trong vật lý.,ไม่เปลี่ยนแปลง,กฎของอุณหพลศาสตร์ถือเป็นหลักการที่ไม่เปลี่ยนแปลงในฟิสิกส์,tidak dapat diubah,Hukum termodinamika dianggap sebagai prinsip yang tidak dapat diubah dalam fisika.
impervious,The membrane is impervious to most chemical solvents used in laboratory settings.,불침투성의,그 막은 실험실에서 사용되는 대부분의 화학 용매에 불침투성이다.,不浸透の,その膜は実験室で使用されるほとんどの化学溶媒に対して不浸透である。,不渗透的,该膜对实验室中使用的大多数化学溶剂是不渗透的。,impermeable,La membrana es impermeable a la mayoría de los solventes químicos utilizados en entornos de laboratorio.,không thấm,Màng này không thấm đối với hầu hết các dung môi hóa học được sử dụng trong phòng thí nghiệm.,ไม่ซึมผ่าน,เยื่อนี้ไม่ซึมผ่านตัวทำละลายเคมีส่วนใหญ่ที่ใช้ในห้องปฏิบัติการ,kedap,Membran tersebut kedap terhadap sebagian besar pelarut kimia yang digunakan di laboratorium.
inchoate,The theory remains inchoate and requires further empirical validation.,미완성의,그 이론은 아직 미완성이며 추가적인 경험적 검증이 필요하다.,未完成の,その理論はまだ未完成であり、さらなる実証的検証が必要である。,初步的,该理论仍处于初步阶段需要进一步的实证验证。,incipiente,La teoría sigue siendo incipiente y requiere mayor validación empírica.,sơ khai,Lý thuyết vẫn còn sơ khai và cần được xác nhận thực nghiệm thêm.,ยังไม่สมบูรณ์,ทฤษฎียังไม่สมบูรณ์และต้องการการยืนยันเชิงประจักษ์เพิ่มเติม,belum matang,Teori tersebut masih belum matang dan memerlukan validasi empiris lebih lanjut.
ineffable,The researcher described an ineffable sense of wonder upon observing the phenomenon.,형언할 수 없는,연구자는 그 현상을 관찰할 때 형언할 수 없는 경이감을 묘사했다.,言葉にできない,研究者はその現象を観察した際の言葉にできない驚きの感覚を描写した。,难以言喻的,研究者描述了观察到该现象时难以言喻的惊奇感。,inefable,El investigador describió un sentido inefable de asombro al observar el fenómeno.,không thể diễn tả,Nhà nghiên cứu mô tả cảm giác kinh ngạc không thể diễn tả khi quan sát hiện tượng.,สุดจะพรรณนา,นักวิจัยอธิบายความรู้สึกอัศจรรย์ที่สุดจะพรรณนาเมื่อสังเกตปรากฏการณ์นี้,tak terkatakan,Peneliti menggambarkan rasa takjub yang tak terkatakan saat mengamati fenomena tersebut.
insidious,The insidious effects of chronic stress on cognitive function are well documented.,교활한,만성 스트레스가 인지 기능에 미치는 교활한 영향은 잘 문서화되어 있다.,潜行性の,慢性ストレスが認知機能に及ぼす潜行性の影響はよく文書化されている。,潜伏的,慢性压力对认知功能的潜伏性影响已有充分记录。,insidioso,Los efectos insidiosos del estrés crónico en la función cognitiva están bien documentados.,ngấm ngầm,Những tác động ngấm ngầm của căng thẳng mãn tính lên chức năng nhận thức đã được ghi nhận rõ.,แอบแฝง,ผลกระทบแอบแฝงของความเครียดเรื้อรังต่อการทำงานของสมองได้รับการบันทึกไว้เป็นอย่างดี,berbahaya secara tersembunyi,Efek yang berbahaya secara tersembunyi dari stres kronis pada fungsi kognitif telah terdokumentasi dengan baik.
intransigent,The intransigent stance of the opposition halted all legislative progress.,비타협적인,야당의 비타협적인 입장이 모든 입법 진행을 중단시켰다.,非妥協的な,野党の非妥協的な姿勢がすべての立法の進展を停止させた。,不妥协的,反对派不妥协的立场阻碍了所有立法进程。,intransigente,La postura intransigente de la oposición detuvo todo el progreso legislativo.,không khoan nhượng,Lập trường không khoan nhượng của phe đối lập đã ngăn chặn mọi tiến triển lập pháp.,ไม่ยอมประนีประนอม,จุดยืนที่ไม่ยอมประนีประนอมของฝ่ายค้านหยุดความคืบหน้าทางนิติบัญญัติทั้งหมด,tidak mau berkompromi,Sikap yang tidak mau berkompromi dari oposisi menghentikan semua kemajuan legislatif.
laconic,His laconic response to the complex question left the audience wanting more detail.,간결한,그의 복잡한 질문에 대한 간결한 답변은 청중이 더 많은 세부 사항을 원하게 만들었다.,簡潔な,複雑な質問に対する彼の簡潔な回答は聴衆にもっと詳しい説明を求めさせた。,简洁的,他对复杂问题的简洁回答让听众想要更多细节。,lacónico,Su respuesta lacónica a la pregunta compleja dejó al público queriendo más detalles.,ngắn gọn,Câu trả lời ngắn gọn của ông cho câu hỏi phức tạp khiến khán giả muốn biết thêm chi tiết.,สั้นกระชับ,คำตอบที่สั้นกระชับของเขาต่อคำถามที่ซับซ้อนทำให้ผู้ฟังต้องการรายละเอียดมากขึ้น,singkat,Responsnya yang singkat terhadap pertanyaan kompleks membuat audiens menginginkan detail lebih.
loquacious,The loquacious panelist dominated the discussion leaving little room for other speakers.,수다스러운,수다스러운 패널리스트가 토론을 지배하여 다른 발표자들에게 거의 기회를 주지 않았다.,饒舌な,饒舌なパネリストが議論を支配し他の発言者にほとんど余地を残さなかった。,健谈的,健谈的小组成员主导了讨论几乎没有给其他发言者留下空间。,locuaz,El panelista locuaz dominó la discusión dejando poco espacio para otros oradores.,nói nhiều,Người tham gia nói nhiều đã chi phối cuộc thảo luận để lại ít chỗ cho các diễn giả khác.,ช่างพูด,ผู้ร่วมอภิปรายที่ช่างพูดครอบงำการอภิปรายโดยเหลือพื้นที่น้อยสำหรับผู้พูดคนอื่น,banyak bicara,Panelis yang banyak bicara mendominasi diskusi dan menyisakan sedikit ruang bagi pembicara lain.
magnanimous,The magnanimous donor funded scholarships for underprivileged graduate students.,관대한,관대한 기부자가 소외된 대학원생을 위한 장학금을 지원했다.,寛大な,寛大な寄付者が恵まれない大学院生のための奨学金を資金提供した。,宽宏大量的,宽宏大量的捐赠者资助了贫困研究生的奖学金。,magnánimo,El donante magnánimo financió becas para estudiantes de posgrado desfavorecidos.,hào phóng,Nhà tài trợ hào phóng đã tài trợ học bổng cho sinh viên sau đại học có hoàn cảnh khó khăn.,ใจกว้าง,ผู้บริจาคที่ใจกว้างให้ทุนการศึกษาแก่นักศึกษาบัณฑิตที่ด้อยโอกาส,bermurah hati,Donatur yang bermurah hati mendanai beasiswa bagi mahasiswa pascasarjana kurang mampu.
