english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
afford,I can't afford to buy a new car right now.,여유가 되다,나는 지금 새 차를 살 여유가 없다.,余裕がある,今は新しい車を買う余裕がない。,负担得起,我现在买不起新车。,permitirse,No puedo permitirme comprar un coche nuevo ahora.,có khả năng chi trả,Tôi không đủ khả năng mua xe mới bây giờ.,สามารถจ่ายได้,ฉันไม่สามารถซื้อรถใหม่ได้ตอนนี้,mampu,Saya tidak mampu membeli mobil baru sekarang.
agree,I agree with your opinion on this matter.,동의하다,나는 이 문제에 대한 당신의 의견에 동의한다.,同意する,この件については君の意見に同意する。,同意,我同意你在这件事上的看法。,estar de acuerdo,Estoy de acuerdo con tu opinión sobre este asunto.,đồng ý,Tôi đồng ý với ý kiến của bạn.,เห็นด้วย,ฉันเห็นด้วยกับความคิดเห็นของคุณ,setuju,Saya setuju dengan pendapat Anda.
allow,Pets are not allowed in this building.,허락하다,이 건물에서는 애완동물이 허용되지 않는다.,許可する,この建物ではペットは許可されていない。,允许,这栋楼不允许携带宠物。,permitir,No se permiten mascotas en este edificio.,cho phép,Thú cưng không được phép vào tòa nhà này.,อนุญาต,ไม่อนุญาตให้นำสัตว์เลี้ยงเข้ามาในอาคารนี้,mengizinkan,Hewan peliharaan tidak diizinkan di gedung ini.
amount,A large amount of money was donated.,양,많은 양의 돈이 기부되었다.,量,多額のお金が寄付された。,数量,大量的钱被捐赠了。,cantidad,Una gran cantidad de dinero fue donada.,số lượng,Một số lượng lớn tiền đã được quyên góp.,จำนวน,เงินจำนวนมากถูกบริจาค,jumlah,Sejumlah besar uang disumbangkan.
ancient,They visited an ancient temple in Greece.,고대의,그들은 그리스의 고대 사원을 방문했다.,古代の,彼らはギリシャの古代の寺院を訪れた。,古老的,他们参观了希腊的一座古老的神庙。,antiguo,Visitaron un templo antiguo en Grecia.,cổ đại,Họ đã tham quan một ngôi đền cổ đại ở Hy Lạp.,โบราณ,พวกเขาไปเยี่ยมชมวัดโบราณในกรีซ,kuno,Mereka mengunjungi kuil kuno di Yunani.
announce,The company announced a new product launch.,발표하다,회사가 신제품 출시를 발표했다.,発表する,会社は新製品の発売を発表した。,宣布,公司宣布了新产品的发布。,anunciar,La empresa anunció el lanzamiento de un nuevo producto.,thông báo,Công ty đã thông báo ra mắt sản phẩm mới.,ประกาศ,บริษัทประกาศเปิดตัวผลิตภัณฑ์ใหม่,mengumumkan,Perusahaan mengumumkan peluncuran produk baru.
annual,The company holds an annual meeting in December.,연례의,회사는 12월에 연례 회의를 개최한다.,年次の,会社は12月に年次総会を開催する。,年度的,公司在十二月举行年度会议。,anual,La empresa celebra una reunión anual en diciembre.,hàng năm,Công ty tổ chức cuộc họp hàng năm vào tháng 12.,ประจำปี,บริษัทจัดประชุมประจำปีในเดือนธันวาคม,tahunan,Perusahaan mengadakan rapat tahunan pada bulan Desember.
apologize,I apologize for being late.,사과하다,늦어서 사과드립니다.,謝る,遅れたことをお詫びします。,道歉,我为迟到道歉。,disculparse,Me disculpo por llegar tarde.,xin lỗi,Tôi xin lỗi vì đến muộn.,ขอโทษ,ผมขอโทษที่มาสาย,meminta maaf,Saya minta maaf karena terlambat.
appear,Stars appear in the sky at night.,나타나다,별들은 밤하늘에 나타난다.,現れる,夜になると空に星が現れる。,出现,星星在夜晚出现在天空中。,aparecer,Las estrellas aparecen en el cielo por la noche.,xuất hiện,Các ngôi sao xuất hiện trên bầu trời vào ban đêm.,ปรากฏ,ดาวปรากฏบนท้องฟ้าตอนกลางคืน,muncul,Bintang muncul di langit pada malam hari.
apply,You can apply for the job online.,지원하다,온라인으로 일자리에 지원할 수 있습니다.,応募する,オンラインでその仕事に応募できます。,申请,你可以在网上申请这份工作。,solicitar,Puedes solicitar el trabajo en línea.,nộp đơn,Bạn có thể nộp đơn xin việc trực tuyến.,สมัคร,คุณสามารถสมัครงานออนไลน์ได้,melamar,Anda bisa melamar pekerjaan itu secara online.
appointment,I have a doctor's appointment at 3 PM.,예약,나는 오후 3시에 병원 예약이 있다.,予約,午後3時に医者の予約がある。,预约,我下午三点有一个医生的预约。,cita,Tengo una cita con el médico a las 3 PM.,cuộc hẹn,Tôi có cuộc hẹn với bác sĩ lúc 3 giờ chiều.,นัดหมาย,ฉันมีนัดหมายกับหมอตอนบ่ายสามโมง,janji temu,Saya punya janji temu dokter jam 3 sore.
approach,We need a new approach to solve this problem.,접근법,이 문제를 해결하려면 새로운 접근법이 필요하다.,アプローチ,この問題を解決するには新しいアプローチが必要だ。,方法,我们需要新的方法来解决这个问题。,enfoque,Necesitamos un nuevo enfoque para resolver este problema.,cách tiếp cận,Chúng ta cần cách tiếp cận mới để giải quyết.,แนวทาง,เราต้องการแนวทางใหม่ในการแก้ปัญหา,pendekatan,Kita perlu pendekatan baru untuk menyelesaikan masalah.
appropriate,Wear appropriate clothes for the interview.,적절한,면접에 적절한 옷을 입으세요.,適切な,面接にふさわしい服を着てください。,适当的,面试时请穿适当的衣服。,apropiado,Usa ropa apropiada para la entrevista.,phù hợp,Hãy mặc quần áo phù hợp cho buổi phỏng vấn.,เหมาะสม,สวมเสื้อผ้าที่เหมาะสมสำหรับการสัมภาษณ์,sesuai,Kenakan pakaian yang sesuai untuk wawancara.
approve,The manager approved the budget request.,승인하다,매니저가 예산 요청을 승인했다.,承認する,マネージャーは予算の要求を承認した。,批准,经理批准了预算申请。,aprobar,El gerente aprobó la solicitud de presupuesto.,phê duyệt,Giám đốc đã phê duyệt yêu cầu ngân sách.,อนุมัติ,ผู้จัดการอนุมัติคำขอเงินงบประมาณ,menyetujui,Manajer menyetujui permintaan anggaran.
argue,They always argue about politics.,논쟁하다,그들은 항상 정치에 대해 논쟁한다.,議論する,彼らはいつも政治について議論する。,争论,他们总是争论政治问题。,discutir,Siempre discuten sobre política.,tranh luận,Họ luôn tranh luận về chính trị.,โต้เถียง,พวกเขาโต้เถียงเรื่องการเมืองอยู่เสมอ,berdebat,Mereka selalu berdebat tentang politik.
arrange,Can you arrange a meeting for tomorrow?,준비하다,내일 회의를 준비해 줄 수 있나요?,手配する,明日の会議を手配してもらえますか？,安排,你能安排明天开会吗？,organizar,¿Puedes organizar una reunión para mañana?,sắp xếp,Bạn có thể sắp xếp một cuộc họp vào ngày mai không?,จัดเตรียม,คุณช่วยจัดเตรียมการประชุมสำหรับพรุ่งนี้ได้ไหม,mengatur,Bisakah kamu mengatur pertemuan untuk besok?
attempt,She made an attempt to learn Spanish.,시도,그녀는 스페인어를 배우려는 시도를 했다.,試み,彼女はスペイン語を学ぶ試みをした。,尝试,她尝试学习西班牙语。,intento,Ella hizo un intento de aprender español.,nỗ lực,Cô ấy đã nỗ lực học tiếng Tây Ban Nha.,ความพยายาม,เธอพยายามเรียนภาษาสเปน,upaya,Dia berupaya untuk belajar bahasa Spanyol.
attention,Pay attention to the safety instructions.,주의,안전 지침에 주의를 기울이세요.,注意,安全指示に注意してください。,注意,请注意安全须知。,atención,Presta atención a las instrucciones de seguridad.,sự chú ý,Hãy chú ý đến hướng dẫn an toàn.,ความสนใจ,ให้ความสนใจกับคำแนะนำเรื่องความปลอดภัย,perhatian,Perhatikan petunjuk keselamatan.
attitude,A positive attitude helps you succeed.,태도,긍정적인 태도는 성공에 도움이 된다.,態度,前向きな態度は成功の助けになる。,态度,积极的态度有助于你成功。,actitud,Una actitud positiva te ayuda a tener éxito.,thái độ,Thái độ tích cực giúp bạn thành công.,ทัศนคติ,ทัศนคติเชิงบวกช่วยให้คุณประสบความสำเร็จ,sikap,Sikap positif membantu Anda sukses.
attract,The new museum attracts many visitors.,끌어들이다,새 박물관은 많은 방문객을 끌어들인다.,引きつける,新しい博物館は多くの訪問者を引きつける。,吸引,新博物馆吸引了许多游客。,atraer,El nuevo museo atrae a muchos visitantes.,thu hút,Bảo tàng mới thu hút nhiều du khách.,ดึงดูด,พิพิธภัณฑ์ใหม่ดึงดูดผู้เยี่ยมชมจำนวนมาก,menarik,Museum baru itu menarik banyak pengunjung.
available,Is this seat available?,이용 가능한,이 자리 비어 있나요?,利用可能な,この席は空いていますか？,可用的,这个座位有人吗？,disponible,¿Está disponible este asiento?,có sẵn,Chỗ ngồi này còn trống không?,ว่าง,ที่นั่งนี้ว่างไหม,tersedia,Apakah kursi ini tersedia?
average,The average temperature in summer is 30 degrees.,평균의,여름 평균 기온은 30도이다.,平均の,夏の平均気温は30度だ。,平均的,夏天的平均温度是30度。,promedio,La temperatura promedio en verano es de 30 grados.,trung bình,Nhiệt độ trung bình vào mùa hè là 30 độ.,เฉลี่ย,อุณหภูมิเฉลี่ยในฤดูร้อนคือ 30 องศา,rata-rata,Suhu rata-rata di musim panas adalah 30 derajat.
avoid,Try to avoid eating too much sugar.,피하다,설탕을 너무 많이 먹는 것을 피하세요.,避ける,砂糖の取りすぎを避けてください。,避免,尽量避免吃太多糖。,evitar,Intenta evitar comer demasiada azúcar.,tránh,Hãy cố tránh ăn quá nhiều đường.,หลีกเลี่ยง,พยายามหลีกเลี่ยงการกินน้ำตาลมากเกินไป,menghindari,Cobalah menghindari makan terlalu banyak gula.
aware,Are you aware of the new rules?,인식하는,새 규칙을 알고 있나요?,気づいている,新しいルールに気づいていますか？,意识到的,你知道新规则吗？,consciente,¿Eres consciente de las nuevas reglas?,nhận thức,Bạn có nhận thức được các quy tắc mới không?,ตระหนัก,คุณตระหนักถึงกฎใหม่หรือไม่,sadar,Apakah Anda sadar akan aturan baru?
background,She has a background in computer science.,배경,그녀는 컴퓨터 과학 배경이 있다.,背景,彼女はコンピュータサイエンスの背景がある。,背景,她有计算机科学的背景。,formación,Ella tiene formación en informática.,nền tảng,Cô ấy có nền tảng về khoa học máy tính.,พื้นฐาน,เธอมีพื้นฐานด้านวิทยาการคอมพิวเตอร์,latar belakang,Dia memiliki latar belakang ilmu komputer.
balance,Keep a good work-life balance.,균형,일과 생활의 균형을 유지하세요.,バランス,仕事と生活のバランスを保ちましょう。,平衡,保持良好的工作与生活平衡。,equilibrio,Mantén un buen equilibrio entre trabajo y vida.,sự cân bằng,Hãy giữ cân bằng giữa công việc và cuộc sống.,สมดุล,รักษาสมดุลระหว่างงานกับชีวิต,keseimbangan,Jaga keseimbangan kerja dan kehidupan.
bargain,I got a great bargain at the market.,싸게 산 물건,나는 시장에서 아주 싸게 샀다.,掘り出し物,市場でお買い得品を見つけた。,便宜货,我在市场上买到了很便宜的东西。,ganga,Conseguí una gran ganga en el mercado.,món hời,Tôi mua được món hời ở chợ.,ของถูก,ฉันได้ของถูกมากที่ตลาด,barang murah,Saya mendapat barang murah di pasar.
basic,You need basic computer skills for this job.,기본적인,이 일에는 기본적인 컴퓨터 기술이 필요하다.,基本的な,この仕事には基本的なコンピュータスキルが必要だ。,基本的,这份工作需要基本的电脑技能。,básico,Necesitas habilidades básicas de computación.,cơ bản,Bạn cần kỹ năng máy tính cơ bản cho công việc này.,พื้นฐาน,คุณต้องมีทักษะคอมพิวเตอร์พื้นฐาน,dasar,Anda memerlukan keterampilan komputer dasar.
behave,Children should behave well in public.,행동하다,아이들은 공공장소에서 잘 행동해야 한다.,行儀よくする,子どもは公共の場で行儀よくすべきだ。,表现,孩子们应该在公共场合表现良好。,comportarse,Los niños deben comportarse bien en público.,cư xử,Trẻ em nên cư xử tốt ở nơi công cộng.,ประพฤติ,เด็กๆ ควรประพฤติตัวดีในที่สาธารณะ,berperilaku,Anak-anak harus berperilaku baik di tempat umum.
believe,I believe she will pass the exam.,믿다,나는 그녀가 시험에 합격할 거라고 믿는다.,信じる,彼女は試験に受かると信じている。,相信,我相信她会通过考试。,creer,Creo que ella pasará el examen.,tin,Tôi tin cô ấy sẽ đỗ kỳ thi.,เชื่อ,ฉันเชื่อว่าเธอจะสอบผ่าน,percaya,Saya percaya dia akan lulus ujian.
belong,This book belongs to the library.,속하다,이 책은 도서관 소유이다.,属する,この本は図書館のものだ。,属于,这本书属于图书馆。,pertenecer,Este libro pertenece a la biblioteca.,thuộc về,Cuốn sách này thuộc về thư viện.,เป็นของ,หนังสือเล่มนี้เป็นของห้องสมุด,milik,Buku ini milik perpustakaan.
benefit,Regular exercise has many health benefits.,이점,규칙적인 운동은 건강에 많은 이점이 있다.,利益,定期的な運動には多くの健康上の利点がある。,好处,经常锻炼对健康有很多好处。,beneficio,El ejercicio regular tiene muchos beneficios para la salud.,lợi ích,Tập thể dục đều đặn có nhiều lợi ích cho sức khỏe.,ประโยชน์,การออกกำลังกายสม่ำเสมอมีประโยชน์มากมาย,manfaat,Olahraga teratur memiliki banyak manfaat kesehatan.
beside,She sat beside me on the bus.,옆에,그녀는 버스에서 내 옆에 앉았다.,隣に,彼女はバスで私の隣に座った。,旁边,她在公交车上坐在我旁边。,al lado de,Ella se sentó a mi lado en el autobús.,bên cạnh,Cô ấy ngồi bên cạnh tôi trên xe buýt.,ข้างๆ,เธอนั่งข้างๆ ฉันบนรถบัส,di samping,Dia duduk di samping saya di bus.
beyond,The view beyond the mountain was beautiful.,너머에,산 너머의 풍경은 아름다웠다.,向こうに,山の向こうの景色は美しかった。,在...之外,山那边的景色很美。,más allá de,La vista más allá de la montaña era hermosa.,phía bên kia,Quang cảnh phía bên kia ngọn núi thật đẹp.,เลยออกไป,วิวเลยภูเขาไปนั้นสวยงาม,di luar,Pemandangan di luar gunung itu indah.
prosaic,The prosaic nature of the findings disappointed researchers expecting a groundbreaking discovery.,평범한,연구 결과의 평범한 성격은 획기적인 발견을 기대했던 연구자들을 실망시켰다.,平凡な,発見の平凡な性質は画期的な発見を期待していた研究者を失望させた。,平淡的,研究结果的平淡性质让期待突破性发现的研究人员感到失望。,prosaico,La naturaleza prosaica de los hallazgos decepcionó a los investigadores que esperaban un descubrimiento revolucionario.,tầm thường,Bản chất tầm thường của các phát hiện làm thất vọng các nhà nghiên cứu đang kỳ vọng khám phá đột phá.,ธรรมดาสามัญ,ลักษณะธรรมดาสามัญของผลการวิจัยทำให้นักวิจัยที่คาดหวังการค้นพบที่ก้าวหน้าผิดหวัง,biasa,Sifat biasa dari temuan tersebut mengecewakan peneliti yang mengharapkan penemuan terobosan.
proscribe,The ethics committee voted to proscribe the use of deceptive practices in psychological experiments.,금지하다,윤리 위원회는 심리학 실험에서 기만적 관행의 사용을 금지하기로 투표했다.,禁止する,倫理委員会は心理学実験における欺瞞的実践の使用を禁止することに投票した。,禁止,伦理委员会投票禁止在心理学实验中使用欺骗性做法。,proscribir,El comité de ética votó para proscribir el uso de prácticas engañosas en experimentos psicológicos.,cấm,Ủy ban đạo đức đã bỏ phiếu cấm sử dụng các hành vi lừa dối trong thí nghiệm tâm lý.,สั่งห้าม,คณะกรรมการจริยธรรมลงมติสั่งห้ามการใช้แนวปฏิบัติหลอกลวงในการทดลองทางจิตวิทยา,melarang,Komite etika memutuskan untuk melarang penggunaan praktik penipuan dalam eksperimen psikologis.
prudent,It is prudent to replicate findings across diverse populations before generalising conclusions.,신중한,결론을 일반화하기 전에 다양한 집단에서 결과를 재현하는 것이 신중하다.,賢明な,結論を一般化する前に多様な集団で結果を再現するのが賢明である。,审慎的,在推广结论之前在不同人群中复制研究结果是审慎的。,prudente,Es prudente replicar los hallazgos en poblaciones diversas antes de generalizar las conclusiones.,thận trọng,Việc tái lập các phát hiện ở nhiều quần thể đa dạng trước khi tổng quát hóa kết luận là thận trọng.,รอบคอบ,เป็นเรื่องรอบคอบที่จะทำซ้ำผลการวิจัยในประชากรที่หลากหลายก่อนสรุปทั่วไป,bijaksana,Bijaksana untuk mereplikasi temuan di populasi yang beragam sebelum menggeneralisasikan kesimpulan.
quintessential,The double-blind randomised controlled trial remains the quintessential gold standard in clinical research.,전형적인,이중 맹검 무작위 대조 시험은 임상 연구에서 전형적인 최고 표준으로 남아 있다.,典型的な,二重盲検ランダム化比較試験は臨床研究における典型的なゴールドスタンダードとして残っている。,典型的,双盲随机对照试验仍然是临床研究中典型的金标准。,quintaesencial,El ensayo controlado aleatorizado doble ciego sigue siendo el estándar de oro quintaesencial en la investigación clínica.,tinh túy,Thử nghiệm đối chứng ngẫu nhiên mù đôi vẫn là tiêu chuẩn vàng tinh túy trong nghiên cứu lâm sàng.,แก่นแท้,การทดลองแบบสุ่มที่มีกลุ่มควบคุมแบบปกปิดสองทางยังคงเป็นมาตรฐานทองคำที่เป็นแก่นแท้ในการวิจัยทางคลินิก,inti,Uji coba terkontrol acak buta ganda tetap menjadi standar emas inti dalam penelitian klinis.
recalcitrant,The recalcitrant student refused to revise his dissertation despite repeated feedback from his supervisor.,반항적인,반항적인 학생은 지도교수의 반복적인 피드백에도 불구하고 논문 수정을 거부했다.,反抗的な,反抗的な学生は指導教員からの繰り返しのフィードバックにもかかわらず学位論文の修正を拒否した。,顽抗的,顽抗的学生尽管导师反复反馈仍拒绝修改论文。,recalcitrante,El estudiante recalcitrante se negó a revisar su tesis a pesar de la retroalimentación repetida de su director.,bướng bỉnh,Sinh viên bướng bỉnh từ chối sửa luận văn bất chấp phản hồi liên tục từ người hướng dẫn.,ดื้อรั้น,นักศึกษาที่ดื้อรั้นปฏิเสธที่จะแก้ไขวิทยานิพนธ์แม้จะได้รับข้อเสนอแนะซ้ำแล้วซ้ำเล่าจากอาจารย์ที่ปรึกษา,membangkang,Mahasiswa yang membangkang menolak merevisi disertasinya meskipun ada umpan balik berulang dari pembimbingnya.
refute,Subsequent experiments conclusively refuted the hypothesis that memory consolidation requires REM sleep.,반박하다,후속 실험은 기억 강화에 REM 수면이 필요하다는 가설을 결정적으로 반박했다.,反駁する,その後の実験はREM睡眠が記憶固定に必要だという仮説を決定的に反駁した。,驳斥,后续实验决定性地驳斥了记忆巩固需要快速眼动睡眠的假设。,refutar,Los experimentos posteriores refutaron conclusivamente la hipótesis de que la consolidación de la memoria requiere sueño REM.,bác bỏ,Các thí nghiệm tiếp theo đã bác bỏ một cách dứt khoát giả thuyết rằng củng cố trí nhớ đòi hỏi giấc ngủ REM.,หักล้าง,การทดลองที่ตามมาหักล้างสมมติฐานที่ว่าการรวมความจำต้องการการนอนหลับแบบ REM อย่างเด็ดขาด,membantah,Eksperimen selanjutnya secara meyakinkan membantah hipotesis bahwa konsolidasi memori memerlukan tidur REM.
resilient,Resilient ecosystems demonstrate the capacity to recover from environmental perturbations.,회복력 있는,회복력 있는 생태계는 환경적 교란으로부터 회복하는 능력을 보여준다.,回復力のある,回復力のある生態系は環境的撹乱からの回復能力を示す。,有韧性的,有韧性的生态系统展示了从环境扰动中恢复的能力。,resiliente,Los ecosistemas resilientes demuestran la capacidad de recuperarse de las perturbaciones ambientales.,có sức chống chịu,Các hệ sinh thái có sức chống chịu thể hiện khả năng phục hồi từ các xáo trộn môi trường.,ยืดหยุ่น,ระบบนิเวศที่ยืดหยุ่นแสดงให้เห็นถึงความสามารถในการฟื้นตัวจากการรบกวนทางสิ่งแวดล้อม,tangguh,Ekosistem yang tangguh menunjukkan kapasitas untuk pulih dari gangguan lingkungan.
rhetoric,The politician's rhetoric borrowed heavily from nationalist discourse to garner public support.,수사학,그 정치인의 수사학은 대중의 지지를 얻기 위해 민족주의 담론에서 많은 것을 차용했다.,修辞,政治家の修辞は国民の支持を得るためにナショナリストの言説から大いに借用した。,修辞,该政治家的修辞大量借鉴了民族主义话语以获取公众支持。,retórica,La retórica del político se nutrió en gran medida del discurso nacionalista para obtener apoyo público.,hùng biện,Thuật hùng biện của chính trị gia vay mượn nhiều từ diễn ngôn dân tộc chủ nghĩa để giành sự ủng hộ.,วาทศิลป์,วาทศิลป์ของนักการเมืองยืมมาจากวาทกรรมชาตินิยมเป็นอย่างมากเพื่อรวบรวมการสนับสนุนจากสาธารณชน,retorika,Retorika politisi itu banyak meminjam dari wacana nasionalis untuk mengumpulkan dukungan publik.
rigorous,A rigorous peer-review process is indispensable for maintaining the credibility of academic journals.,엄격한,엄격한 동료 심사 과정은 학술 저널의 신뢰성 유지에 필수적이다.,厳格な,厳格な査読プロセスは学術ジャーナルの信頼性を維持するために不可欠である。,严格的,严格的同行评审过程对于维护学术期刊的可信度是不可或缺的。,riguroso,Un proceso riguroso de revisión por pares es indispensable para mantener la credibilidad de las revistas académicas.,nghiêm ngặt,Quy trình phản biện nghiêm ngặt là không thể thiếu để duy trì uy tín của các tạp chí học thuật.,เข้มงวด,กระบวนการทบทวนโดยผู้เชี่ยวชาญที่เข้มงวดเป็นสิ่งจำเป็นสำหรับการรักษาความน่าเชื่อถือของวารสารวิชาการ,ketat,Proses tinjauan sejawat yang ketat sangat diperlukan untuk menjaga kredibilitas jurnal akademis.
salient,The most salient finding of the study was the strong correlation between sleep deprivation and cognitive decline.,두드러진,연구의 가장 두드러진 발견은 수면 부족과 인지 저하 사이의 강한 상관관계였다.,顕著な,研究の最も顕著な発見は睡眠不足と認知機能低下との間の強い相関であった。,显著的,研究最显著的发现是睡眠剥夺与认知衰退之间的强相关性。,destacado,El hallazgo más destacado del estudio fue la fuerte correlación entre la privación de sueño y el deterioro cognitivo.,nổi bật,Phát hiện nổi bật nhất của nghiên cứu là mối tương quan mạnh giữa thiếu ngủ và suy giảm nhận thức.,เด่นชัด,ผลการวิจัยที่เด่นชัดที่สุดคือความสัมพันธ์ที่แข็งแกร่งระหว่างการขาดการนอนหลับและการถดถอยทางปัญญา,menonjol,Temuan paling menonjol dari studi tersebut adalah korelasi kuat antara kurang tidur dan penurunan kognitif.
