english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
conglomerate,The conglomerate acquired three smaller companies in the technology sector.,대기업 집단,그 대기업 집단은 기술 분야의 소규모 회사 3곳을 인수했다.,コングロマリット,そのコングロマリットはテクノロジー分野の3つの小企業を買収した。,企业集团,该企业集团收购了三家科技领域的小公司。,"conglomerado, grupo empresarial",El conglomerado adquirió tres empresas más pequeñas del sector tecnológico.,tập đoàn,Tập đoàn đã mua lại ba công ty nhỏ hơn trong lĩnh vực công nghệ.,กลุ่มบริษัท,กลุ่มบริษัทนี้ได้เข้าซื้อบริษัทขนาดเล็กสามแห่งในภาคเทคโนโลยี,konglomerat,Konglomerat tersebut mengakuisisi tiga perusahaan kecil di sektor teknologi.
contingent,The bonus payment is contingent upon meeting annual performance targets.,우발적인,보너스 지급은 연간 성과 목표 달성에 따라 결정된다.,偶発的な,ボーナスの支払いは年間業績目標の達成を条件とする。,或有的,奖金支付取决于是否达到年度绩效目标。,"contingente, sujeto a condición",El pago del bono está supeditado al cumplimiento de los objetivos de rendimiento anual.,đội ngũ,Các quy định ngẫu nhiên điều chỉnh thương mại quốc tế đặt ra thách thức cho các doanh nghiệp xuất khẩu nhỏ.,เกิดขึ้นโดยบังเอิญ,กฎระเบียบที่อาจเกิดขึ้นซึ่งควบคุมการค้าระหว่างประเทศก่อให้เกิดความท้าทายสำหรับธุรกิจส่งออกขนาดเล็ก,kontingen,Peraturan kontingen yang mengatur perdagangan internasional menimbulkan tantangan bagi usaha ekspor kecil.
convertible,The company issued convertible bonds that can become common stock.,전환 가능한,회사는 보통주로 전환 가능한 전환사채를 발행했다.,転換可能な,会社は普通株に転換可能な転換社債を発行した。,可转换的,公司发行了可转换为普通股的可转换债券。,"convertible, canjeable",La empresa emitió bonos convertibles que pueden convertirse en acciones ordinarias.,có thể chuyển đổi,Công ty đã phát hành trái phiếu chuyển đổi có thể trở thành cổ phiếu phổ thông.,เปิดประทุนได้,บริษัทได้ออกหุ้นกู้แปลงสภาพที่สามารถเปลี่ยนเป็นหุ้นสามัญได้,dapat diubah,Perusahaan menerbitkan obligasi konversi yang dapat menjadi saham biasa.
covenant,The loan covenant restricts the company from taking on additional debt.,계약 조항,대출 계약 조항은 회사의 추가 부채 부담을 제한한다.,契約条項,融資契約条項は会社の追加債務負担を制限している。,契约条款,贷款契约条款限制公司承担额外债务。,"cláusula contractual, pacto",La cláusula del préstamo restringe a la empresa de asumir deuda adicional.,giao ước,Hợp đồng cho vay hạn chế công ty nhận thêm nợ.,พันธสัญญา,เงื่อนไขการกู้ยืมจำกัดบริษัทไม่ให้รับภาระหนี้เพิ่มเติม,perjanjian,Perjanjian pinjaman membatasi perusahaan untuk mengambil hutang tambahan.
creditor,The creditor filed a claim to recover the outstanding balance owed.,채권자,채권자는 미지급 잔액을 회수하기 위해 청구서를 제출했다.,債権者,債権者は未払い残高を回収するために請求を提出した。,债权人,债权人提交了索赔以追回未偿余额。,acreedor,El acreedor presentó una reclamación para recuperar el saldo pendiente adeudado.,chủ nợ,Chủ nợ có đơn yêu cầu thu hồi số dư còn nợ.,เจ้าหนี้,เจ้าหนี้ได้ยื่นคำร้องเพื่อขอคืนยอดคงค้างที่ค้างอยู่,kreditor,Kreditur mengajukan tuntutan untuk memulihkan sisa utangnya.
debenture,The firm raised capital by issuing unsecured debentures to investors.,사채,회사는 투자자들에게 무담보 사채를 발행하여 자금을 조달했다.,社債,会社は投資家に無担保社債を発行して資金を調達した。,公司债券,公司通过向投资者发行无担保公司债券筹集资金。,"obligación, bono no garantizado",La empresa recaudó capital emitiendo obligaciones no garantizadas a los inversores.,giấy nợ,Công ty huy động vốn bằng cách phát hành trái phiếu không có bảo đảm cho các nhà đầu tư.,หุ้นกู้,บริษัทระดมทุนโดยการออกหุ้นกู้ไม่มีหลักประกันให้กับนักลงทุน,surat hutang,Perusahaan meningkatkan modal dengan menerbitkan surat hutang tanpa jaminan kepada investor.
delinquent,Customers with delinquent accounts will receive a final payment notice.,연체된,연체 계좌를 가진 고객은 최종 납부 통지를 받게 된다.,延滞の,延滞口座の顧客には最終支払い通知が届く。,拖欠的,逾期账户的客户将收到最终付款通知。,"moroso, en mora",Los clientes con cuentas en mora recibirán un aviso de pago final.,phạm pháp,Khách hàng có tài khoản quá hạn sẽ nhận được thông báo thanh toán cuối cùng.,ค้างชำระ,ลูกค้าที่มีบัญชีค้างชำระจะได้รับการแจ้งเตือนการชำระเงินครั้งสุดท้าย,nakal,Pelanggan dengan akun yang menunggak akan menerima pemberitahuan pembayaran terakhir.
depreciation,The depreciation of equipment is recorded as an annual operating expense.,감가상각,장비 감가상각은 연간 운영 비용으로 기록된다.,減価償却,設備の減価償却は年間の営業費用として計上される。,折旧,设备折旧作为年度运营费用记录。,"depreciación, amortización",La depreciación del equipo se registra como un gasto operativo anual.,khấu hao,Khấu hao của thiết bị được ghi nhận vào chi phí hoạt động hàng năm.,ค่าเสื่อมราคา,ค่าเสื่อมราคาของอุปกรณ์บันทึกเป็นค่าใช้จ่ายในการดำเนินงานประจำปี,depresiasi,Penyusutan peralatan dicatat sebagai biaya operasional tahunan.
derivative,The bank offers various derivative products to manage financial risk.,파생 상품,은행은 재무 위험을 관리하기 위해 다양한 파생 상품을 제공한다.,デリバティブ,銀行は財務リスク管理のためにさまざまなデリバティブ商品を提供する。,衍生品,银行提供各种衍生品来管理财务风险。,derivado financiero,El banco ofrece varios productos derivados para gestionar el riesgo financiero.,phái sinh,Kiểm toán viên đã tìm thấy mô hình phái sinh trong báo cáo chi phí từ quý trước.,อนุพันธ์,ผู้สอบบัญชีพบรูปแบบอนุพันธ์ในรายงานค่าใช้จ่ายจากไตรมาสที่แล้ว,turunan,Auditor menemukan pola derivatif dalam laporan pengeluaran kuartal terakhir.
disbursement,The disbursement of project funds requires approval from the finance director.,지출,프로젝트 자금 지출에는 재무 이사의 승인이 필요하다.,支出,プロジェクト資金の支出には財務部長の承認が必要である。,支出,项目资金的支出需要财务总监的批准。,"desembolso, pago",El desembolso de los fondos del proyecto requiere la aprobación del director financiero.,giải ngân,Việc giải ngân vốn dự án phải được sự chấp thuận của giám đốc tài chính.,การเบิกจ่าย,การเบิกจ่ายเงินทุนโครงการต้องได้รับอนุมัติจากผู้อำนวยการฝ่ายการเงิน,pembayaran,Pencairan dana proyek memerlukan persetujuan direktur keuangan.
disclaimer,The contract includes a disclaimer limiting liability for indirect damages.,면책 조항,계약서에는 간접 손해에 대한 책임을 제한하는 면책 조항이 포함되어 있다.,免責条項,契約書には間接損害に対する責任を制限する免責条項が含まれている。,免责声明,合同包含一项限制间接损害赔偿责任的免责声明。,"descargo de responsabilidad, exención",El contrato incluye una cláusula de exención que limita la responsabilidad por daños indirectos.,từ chối trách nhiệm,Hợp đồng bao gồm tuyên bố từ chối trách nhiệm giới hạn trách nhiệm pháp lý đối với các thiệt hại gián tiếp.,ข้อจำกัดความรับผิดชอบ,สัญญาดังกล่าวมีข้อจำกัดความรับผิดชอบในการจำกัดความรับผิดต่อความเสียหายทางอ้อม,penafian,Kontrak tersebut mencakup penafian yang membatasi tanggung jawab atas kerusakan tidak langsung.
disposition,The court ordered the disposition of assets to satisfy creditor claims.,처분,법원은 채권자의 청구를 충족시키기 위해 자산 처분을 명령했다.,処分,裁判所は債権者の請求を満たすために資産の処分を命じた。,处置,法院命令处置资产以满足债权人的索赔。,"disposición, enajenación",El tribunal ordenó la disposición de activos para satisfacer las reclamaciones de los acreedores.,sự sắp xếp,Sự sắp xếp tài sản được xử lý bởi bộ phận tài chính.,การจัดการ,การจัดการทรัพย์สินดำเนินการโดยแผนกการเงิน,disposisi,Disposisi aset ditangani oleh departemen keuangan.
divestiture,The divestiture of the underperforming division improved overall profitability.,매각,실적이 부진한 사업부의 매각이 전체 수익성을 개선했다.,売却,不採算部門の売却により全体の収益性が向上した。,资产剥离,剥离表现不佳的部门提高了整体盈利能力。,"desinversión, venta de activos",La desinversión de la división con bajo rendimiento mejoró la rentabilidad general.,sự thoái vốn,Việc thoái vốn khỏi bộ phận hoạt động kém hiệu quả đã cải thiện lợi nhuận tổng thể.,การขายกิจการ,การขายกิจการของแผนกที่มีประสิทธิภาพต่ำกว่าทำให้ความสามารถในการทำกำไรโดยรวมดีขึ้น,divestasi,Divestasi divisi yang berkinerja buruk meningkatkan profitabilitas secara keseluruhan.
encumbrance,The property was sold free of any encumbrance or legal restriction.,저당권,그 부동산은 어떠한 저당권이나 법적 제한 없이 매각되었다.,抵当権,その不動産はいかなる抵当権や法的制限もなく売却された。,产权负担,该房产在没有任何产权负担或法律限制的情况下出售。,"gravamen, carga",La propiedad se vendió libre de cualquier gravamen o restricción legal.,sự cản trở,Tài sản đã được bán mà không có bất kỳ ràng buộc hoặc hạn chế pháp lý nào.,ภาระผูกพัน,ทรัพย์สินถูกขายโดยไม่มีภาระผูกพันหรือข้อจำกัดทางกฎหมาย,beban,Properti itu dijual bebas dari beban atau batasan hukum apa pun.
endowment,The university received a generous endowment to fund new research programs.,기부금,대학은 새로운 연구 프로그램을 위한 관대한 기부금을 받았다.,寄付金,大学は新しい研究プログラムのための多額の寄付金を受けた。,捐赠基金,大学收到了一笔慷慨的捐赠基金用于资助新研究项目。,"dotación, fondo de dotación",La universidad recibió una generosa dotación para financiar nuevos programas de investigación.,tài sản,Trường đại học đã nhận được một khoản tài trợ hào phóng để tài trợ cho các chương trình nghiên cứu mới.,บริจาค,มหาวิทยาลัยได้รับเงินบริจาคเพื่อสนับสนุนโครงการวิจัยใหม่ๆ,sumbangan,Universitas menerima dana abadi untuk mendanai program penelitian baru.
equity,Shareholders' equity increased by fifteen percent compared to last year.,자기 자본,주주 자기 자본이 작년 대비 15% 증가했다.,株主資本,株主資本は前年比15%増加した。,股权,股东权益与去年相比增长了百分之十五。,"capital propio, patrimonio neto",El capital de los accionistas aumentó un quince por ciento en comparación con el año anterior.,vốn chủ sở hữu,Vốn chủ sở hữu của công ty tăng sau đợt phát hành cổ phiếu.,ส่วนของผู้ถือหุ้น,ส่วนของผู้ถือหุ้นเพิ่มขึ้นหลังการเสนอขายหุ้น,ekuitas,Ekuitas perusahaan meningkat setelah penawaran saham.
fiduciary,Board members have a fiduciary duty to act in shareholders' best interests.,수탁자의,이사회 구성원은 주주의 최선의 이익을 위해 행동할 수탁자의 의무가 있다.,受託者の,取締役会メンバーは株主の最善の利益のために行動する受託者義務を負う。,受托的,董事会成员有受托责任为股东的最佳利益行事。,fiduciario,Los miembros de la junta tienen el deber fiduciario de actuar en el mejor interés de los accionistas.,người được ủy thác,Thành viên hội đồng quản trị có nghĩa vụ ủy thác để hành động vì lợi ích tốt nhất của cổ đông.,ผู้ได้รับความไว้วางใจ,สมาชิกคณะกรรมการมีหน้าที่ไว้วางใจในการดำเนินการเพื่อผลประโยชน์สูงสุดของผู้ถือหุ้น,gadai,Anggota dewan memiliki kewajiban fidusia untuk bertindak demi kepentingan terbaik pemegang saham.
foreclosure,The bank initiated foreclosure proceedings after six months of nonpayment.,담보권 실행,은행은 6개월간 미납 후 담보권 실행 절차를 개시했다.,抵当権実行,銀行は6か月の未払い後に抵当権実行手続きを開始した。,止赎,银行在六个月未付款后启动了止赎程序。,ejecución hipotecaria,El banco inició los procedimientos de ejecución hipotecaria tras seis meses de impago.,tịch thu tài sản thế chấp,Ngân hàng đã tiến hành thủ tục tịch thu tài sản thế chấp sau sáu tháng không thanh toán.,การยึดสังหาริมทรัพย์,ธนาคารได้เริ่มดำเนินคดียึดสังหาริมทรัพย์หลังจากไม่ได้ชำระเงินเป็นเวลาหกเดือน,penyitaan,Bank memulai proses penyitaan setelah enam bulan tidak membayar.
franchise,The franchise agreement grants exclusive rights to operate in this region.,가맹점,가맹 계약은 이 지역에서의 독점 운영권을 부여한다.,フランチャイズ,フランチャイズ契約はこの地域での独占的な営業権を付与する。,特许经营权,特许经营协议授予在该地区运营的独家权利。,franquicia,El contrato de franquicia otorga derechos exclusivos para operar en esta región.,nhượng quyền thương mại,Việc giải quyết vấn đề nhượng quyền trực tiếp đã thể hiện cam kết của ban lãnh đạo về tính minh bạch và trách nhiệm giải trình.,แฟรนไชส์,การกล่าวถึงแฟรนไชส์โดยตรงแสดงให้เห็นถึงความมุ่งมั่นของผู้นำในด้านความโปร่งใสและความรับผิดชอบ,waralaba,Mengatasi masalah waralaba secara langsung menunjukkan komitmen kepemimpinan terhadap transparansi dan akuntabilitas.
garnishment,The court issued a garnishment order against the debtor's monthly wages.,압류,법원은 채무자의 월급에 대한 압류 명령을 내렸다.,差押え,裁判所は債務者の月給に対する差押え命令を出した。,扣押,法院对债务人的月薪发出了扣押令。,embargo de salario,El tribunal dictó una orden de embargo sobre el salario mensual del deudor.,trang trí,Tòa án đã ban hành lệnh tịch thu tiền lương hàng tháng của người mắc nợ.,เครื่องปรุง,ศาลมีคำสั่งอายัดค่าจ้างรายเดือนของลูกหนี้,hiasan,Pengadilan mengeluarkan perintah pemotongan gaji bulanan debitur.
hedge,The company uses currency derivatives to hedge against exchange rate fluctuations.,위험 회피,회사는 환율 변동에 대비하여 통화 파생 상품으로 헤지한다.,ヘッジ,会社は為替変動に対してヘッジするために通貨デリバティブを利用する。,对冲,公司使用货币衍生品来对冲汇率波动。,"cobertura, protección contra riesgos",La empresa utiliza derivados de divisas para cubrirse contra las fluctuaciones del tipo de cambio.,hàng rào,Công ty sử dụng các công cụ phái sinh tiền tệ để phòng ngừa biến động tỷ giá hối đoái.,ป้องกันความเสี่ยง,บริษัทใช้อนุพันธ์สกุลเงินเพื่อป้องกันความเสี่ยงจากความผันผวนของอัตราแลกเปลี่ยน,pagar,Perusahaan menggunakan derivatif mata uang untuk melakukan lindung nilai terhadap fluktuasi nilai tukar.
hypothetical,The analyst presented a hypothetical scenario for the upcoming fiscal year.,가설적인,분석가는 다가오는 회계 연도에 대한 가설적 시나리오를 제시했다.,仮説的な,アナリストは次の会計年度の仮説的なシナリオを提示した。,假设的,分析师提出了即将到来的财年的假设情景。,"hipotético, supuesto",El analista presentó un escenario hipotético para el próximo ejercicio fiscal.,giả định,Một đánh giá giả định về thu nhập hàng quý cho thấy sự khác biệt cần được điều tra thêm.,สมมุติ,การตรวจสอบสมมุติฐานเกี่ยวกับรายได้รายไตรมาสเผยให้เห็นความคลาดเคลื่อนที่จำเป็นต้องมีการตรวจสอบเพิ่มเติม,hipotetis,Tinjauan hipotetis terhadap pendapatan triwulanan mengungkapkan perbedaan yang memerlukan penyelidikan lebih lanjut.
indemnify,The insurance policy will indemnify the company against property damage claims.,배상하다,보험 정책은 재산 피해 청구에 대해 회사를 보상할 것이다.,補償する,保険契約は財産損害請求に対して会社を補償する。,赔偿,保险单将赔偿公司因财产损害索赔而遭受的损失。,"indemnizar, compensar",La póliza de seguro indemnizará a la empresa contra reclamaciones por daños a la propiedad.,bồi thường,Ủy ban kêu gọi các bên liên quan bồi thường cho biện pháp gây tranh cãi ngay lập tức.,ชดใช้ค่าเสียหาย,คณะกรรมการเรียกร้องให้ผู้มีส่วนได้ส่วนเสียชดใช้มาตรการที่ก่อให้เกิดข้อขัดแย้งโดยไม่ชักช้า,mengganti kerugian,Komite mendesak para pemangku kepentingan untuk mengganti kerugian atas tindakan kontroversial tersebut tanpa penundaan.
infringement,The lawsuit alleges patent infringement by the competing technology company.,침해,소송은 경쟁 기술 회사의 특허 침해를 주장한다.,侵害,訴訟は競合テクノロジー企業による特許侵害を主張している。,侵权,诉讼指控竞争对手的科技公司专利侵权。,"infracción, violación",La demanda alega una infracción de patente por parte de la empresa tecnológica competidora.,vi phạm,Vụ kiện cáo buộc công ty công nghệ cạnh tranh vi phạm bằng sáng chế.,การละเมิด,คดีดังกล่าวกล่าวหาว่ามีการละเมิดสิทธิบัตรโดยบริษัทเทคโนโลยีคู่แข่ง,pelanggaran,Gugatan tersebut menuduh pelanggaran paten oleh perusahaan teknologi pesaing.
insolvency,Rising debts pushed the corporation toward insolvency and potential bankruptcy.,지급 불능,증가하는 부채가 회사를 지급 불능과 잠재적 파산으로 몰아갔다.,支払不能,増加する負債が企業を債務超過と潜在的な破産に追い込んだ。,资不抵债,不断增加的债务将公司推向了资不抵债和潜在的破产。,insolvencia,El aumento de deudas empujó a la empresa hacia la insolvencia y una posible quiebra.,tình trạng vỡ nợ,Các khoản nợ gia tăng đã đẩy tập đoàn đến bờ vực mất khả năng thanh toán và có nguy cơ phá sản.,การล้มละลาย,หนี้ที่เพิ่มขึ้นส่งผลให้บริษัทล้มละลายและอาจล้มละลายได้,keadaan bangkrut,Meningkatnya utang mendorong korporasi menuju kebangkrutan dan potensi kebangkrutan.
jurisdiction,The federal court has jurisdiction over cases involving interstate commerce disputes.,관할권,연방 법원은 주간 상거래 분쟁과 관련된 사건에 대한 관할권을 가진다.,管轄権,連邦裁判所は州間商取引紛争に関する事件の管轄権を有する。,管辖权,联邦法院对涉及州际商业纠纷的案件有管辖权。,"jurisdicción, competencia",El tribunal federal tiene jurisdicción sobre los casos relacionados con disputas de comercio interestatal.,thẩm quyền,Các ấn phẩm thương mại nêu bật quyền tài phán như một đặc điểm xác định của chu kỳ kinh tế này.,เขตอำนาจศาล,สิ่งพิมพ์ทางการค้าเน้นย้ำเขตอำนาจศาลว่าเป็นคุณลักษณะที่กำหนดวัฏจักรเศรษฐกิจนี้,yurisdiksi,Publikasi perdagangan menyoroti yurisdiksi sebagai ciri khas siklus ekonomi ini.
leverage,The firm used financial leverage to maximize returns on limited capital.,레버리지,회사는 제한된 자본의 수익을 극대화하기 위해 재무 레버리지를 사용했다.,レバレッジ,企業は限られた資本のリターンを最大化するために財務レバレッジを利用した。,杠杆,公司利用财务杠杆最大化有限资本的回报。,apalancamiento financiero,La empresa utilizó el apalancamiento financiero para maximizar los rendimientos del capital limitado.,đòn bẩy; tận dụng,Công ty tận dụng công nghệ để cải thiện hiệu quả.,ใช้ประโยชน์; อำนาจต่อรอง,บริษัทใช้ประโยชน์จากเทคโนโลยีเพื่อปรับปรุงประสิทธิภาพ,leverage; memanfaatkan,Perusahaan memanfaatkan teknologi untuk meningkatkan efisiensi.
liquidate,The board voted to liquidate the company's remaining overseas assets immediately.,청산하다,이사회는 회사의 남은 해외 자산을 즉시 청산하기로 의결했다.,清算する,取締役会は会社の残りの海外資産を直ちに清算することを決議した。,清算,董事会投票决定立即清算公司剩余的海外资产。,liquidar,La junta votó para liquidar inmediatamente los activos en el extranjero restantes de la empresa.,thanh lý,Luật sư tư vấn cho tập đoàn thanh lý tất cả các điều khoản hợp đồng không tuân thủ.,เลิกกิจการ,ที่ปรึกษากฎหมายแนะนำให้บริษัทเลิกกิจการข้อกำหนดตามสัญญาที่ไม่เป็นไปตามข้อกำหนดทั้งหมด,melikuidasi,Penasihat hukum menyarankan perusahaan untuk melikuidasi semua persyaratan kontrak yang tidak sesuai.
litigate,Both parties decided to litigate rather than settle the contract dispute.,소송하다,양측은 계약 분쟁을 합의하기보다 소송을 진행하기로 결정했다.,訴訟する,両当事者は契約紛争を和解ではなく訴訟で解決することを決めた。,诉讼,双方决定就合同纠纷提起诉讼而非和解。,"litigar, pleitear",Ambas partes decidieron litigar en lugar de llegar a un acuerdo sobre la disputa contractual.,kiện tụng,Hai bên quyết định khởi kiện thay vì giải quyết tranh chấp hợp đồng.,ดำเนินคดี,ทั้งสองฝ่ายตัดสินใจที่จะดำเนินคดีแทนการระงับข้อพิพาทในสัญญา,mengajukan perkara,Kedua belah pihak memutuskan untuk melakukan litigasi daripada menyelesaikan perselisihan kontrak.
maturity,The corporate bonds will reach maturity in December of next year.,만기,회사채는 내년 12월에 만기가 도래한다.,満期,社債は来年12月に満期を迎える。,到期,公司债券将于明年十二月到期。,"vencimiento, madurez",Los bonos corporativos alcanzarán su vencimiento en diciembre del próximo año.,trưởng thành,Trái phiếu doanh nghiệp sẽ đáo hạn vào tháng 12 năm sau.,วุฒิภาวะ,หุ้นกู้ของบริษัทจะครบกำหนดในเดือนธันวาคมปีหน้า,kematangan,Obligasi korporasi tersebut akan jatuh tempo pada Desember tahun depan.
monopoly,The government investigation found evidence of monopoly practices in telecommunications.,독점,정부 조사는 통신 분야에서 독점 행위의 증거를 발견했다.,独占,政府調査は通信分野での独占的慣行の証拠を発見した。,垄断,政府调查发现了电信领域存在垄断行为的证据。,monopolio,La investigación gubernamental encontró evidencias de prácticas monopolísticas en telecomunicaciones.,độc quyền,Cuộc điều tra của chính phủ đã tìm thấy bằng chứng về hành vi độc quyền trong lĩnh vực viễn thông.,การผูกขาด,การสอบสวนของรัฐบาลพบหลักฐานของการผูกขาดในกิจการโทรคมนาคม,monopoli,Investigasi pemerintah menemukan bukti adanya praktik monopoli di bidang telekomunikasi.
