arrange,The personal assistant will arrange a private business lunch with the visiting overseas partners at the elegant downtown restaurant tomorrow afternoon.,마련하다,개인 비서는 내일 오후 우아한 시내 레스토랑에서 방문하는 해외 파트너들과의 사적인 비즈니스 점심을 마련할 것이다.,手配する,個人秘書は明日の午後、優雅な市内のレストランで訪問する海外パートナーとのプライベートなビジネスランチを手配する。,安排,私人助理将在明天下午在优雅的市中心餐厅安排与来访的海外合作伙伴的私人商务午餐。,organizar,La asistente personal organizará un almuerzo de negocios privado con los socios extranjeros visitantes en el elegante restaurante del centro mañana por la tarde.,sắp xếp,Trợ lý cá nhân sẽ sắp xếp một bữa trưa kinh doanh riêng với các đối tác nước ngoài đến thăm tại nhà hàng trung tâm thành phố sang trọng vào chiều mai.,จัดเตรียม,ผู้ช่วยส่วนตัวจะจัดเตรียมมื้อกลางวันธุรกิจส่วนตัวกับพันธมิตรต่างประเทศที่มาเยือนที่ร้านอาหารใจกลางเมืองที่สง่างามบ่ายพรุ่งนี้,mengatur,Asisten pribadi akan mengatur makan siang bisnis pribadi dengan mitra luar negeri yang berkunjung di restoran pusat kota yang elegan besok sore.
observe,Field biologists carefully observe the rare endangered species in their natural habitat without disturbing the delicate ecosystem balance.,관찰하다,현장 생물학자들은 섬세한 생태계 균형을 방해하지 않고 자연 서식지에서 희귀 멸종 위기 종을 신중하게 관찰한다.,観察する,フィールド生物学者は繊細な生態系のバランスを乱すことなく自然の生息地で希少な絶滅危惧種を慎重に観察する。,观察,野外生物学家在不打扰脆弱生态系统平衡的情况下仔细观察自然栖息地中的稀有濒危物种。,observar,Los biólogos de campo observan cuidadosamente las raras especies en peligro de extinción en su hábitat natural sin perturbar el delicado equilibrio del ecosistema.,quan sát,Các nhà sinh học thực địa quan sát cẩn thận các loài quý hiếm có nguy cơ tuyệt chủng trong môi trường sống tự nhiên mà không làm xáo trộn sự cân bằng mong manh của hệ sinh thái.,สังเกต,นักชีววิทยาภาคสนามสังเกตสายพันธุ์หายากที่ใกล้สูญพันธุ์อย่างระมัดระวังในแหล่งที่อยู่ตามธรรมชาติโดยไม่รบกวนสมดุลของระบบนิเวศที่บอบบาง,mengamati,Ahli biologi lapangan dengan cermat mengamati spesies langka yang terancam punah di habitat alami mereka tanpa mengganggu keseimbangan ekosistem yang rapuh.
omit,The careless editor accidentally chose to omit one critical paragraph from the published article which significantly changed the entire intended meaning.,생략하다,그 부주의한 편집자는 우연히 출판된 기사에서 한 중요한 단락을 생략하기로 선택했고 이는 의도된 전체 의미를 상당히 변화시켰다.,省略する,その不注意な編集者は誤って公開された記事から一つの重要な段落を省略することを選び、それは意図された全体の意味を大きく変えてしまった。,遗漏,这位粗心的编辑不小心选择从已发表的文章中遗漏了一个关键段落这极大地改变了原本的整体意义。,omitir,La descuidada editora accidentalmente eligió omitir un párrafo crítico del artículo publicado lo que cambió significativamente todo el significado original.,bỏ sót,Người biên tập viên bất cẩn vô tình chọn bỏ sót một đoạn văn quan trọng khỏi bài báo đã xuất bản điều này đã thay đổi đáng kể ý nghĩa dự định của toàn bộ bài viết.,ละเว้น,บรรณาธิการที่ไม่ระมัดระวังเลือกที่จะละเว้นย่อหน้าสำคัญหนึ่งย่อหน้าจากบทความที่ตีพิมพ์โดยบังเอิญซึ่งเปลี่ยนความหมายที่ตั้งใจไว้ทั้งหมดอย่างมีนัยสำคัญ,menghilangkan,Editor yang ceroboh secara tidak sengaja memilih untuk menghilangkan satu paragraf penting dari artikel yang diterbitkan yang secara signifikan mengubah seluruh makna yang dimaksudkan.
operate,The medical team will operate on the seriously injured young patient early tomorrow morning to repair his badly broken leg.,수술하다,의료팀은 심하게 부러진 다리를 복구하기 위해 내일 아침 일찍 심하게 부상당한 어린 환자를 수술할 것이다.,手術する,医療チームは明日朝早く重傷を負った若い患者の重度に折れた脚を修復するために手術する。,做手术,医疗团队明天清晨将为这位严重受伤的年轻患者做手术以修复他严重骨折的腿。,operar,El equipo médico operará al joven paciente gravemente herido mañana temprano por la mañana para reparar su pierna gravemente rota.,phẫu thuật,Đội ngũ y tế sẽ phẫu thuật cho bệnh nhân trẻ bị thương nặng vào sáng mai sớm để sửa chữa chân gãy nặng của anh ấy.,ผ่าตัด,ทีมแพทย์จะผ่าตัดให้ผู้ป่วยหนุ่มที่ได้รับบาดเจ็บสาหัสในเช้าตรู่พรุ่งนี้เพื่อซ่อมขาที่หักรุนแรงของเขา,mengoperasi,Tim medis akan mengoperasi pasien muda yang terluka parah besok pagi-pagi untuk memperbaiki kakinya yang patah parah.
organize,The dedicated student council members will organize a special charity event next month to raise much needed funds for the local children's hospital.,조직하다,그 헌신적인 학생회 멤버들은 다음 달에 지역 어린이 병원을 위한 매우 필요한 자금을 모금하기 위해 특별 자선 행사를 조직할 것이다.,組織する,その献身的な生徒会メンバーは来月地元の小児病院のために非常に必要な資金を集めるための特別チャリティーイベントを組織する。,组织,这些尽心尽力的学生会成员将在下个月组织一场特别的慈善活动以为当地儿童医院筹集急需的资金。,organizar,Los dedicados miembros del consejo estudiantil organizarán un evento benéfico especial el próximo mes para recaudar fondos muy necesarios para el hospital infantil local.,tổ chức,Các thành viên hội học sinh tận tâm sẽ tổ chức một sự kiện từ thiện đặc biệt vào tháng tới để gây quỹ rất cần thiết cho bệnh viện nhi địa phương.,จัดงาน,สมาชิกสภานักเรียนที่ทุ่มเทจะจัดงานการกุศลพิเศษเดือนหน้าเพื่อระดมทุนที่จำเป็นมากสำหรับโรงพยาบาลเด็กในท้องถิ่น,mengorganisir,Anggota dewan siswa yang berdedikasi akan mengorganisir acara amal khusus bulan depan untuk mengumpulkan dana yang sangat dibutuhkan untuk rumah sakit anak lokal.
originate,Historians believe that traditional pasta dishes actually originate from ancient civilizations in the Mediterranean region thousands of years ago.,비롯되다,역사가들은 전통 파스타 요리가 실제로 수천 년 전 지중해 지역의 고대 문명에서 비롯되었다고 믿는다.,起源する,歴史家たちは伝統的なパスタ料理が実際には数千年前の地中海地域の古代文明から起源すると信じている。,起源,历史学家相信传统的意大利面菜肴实际上起源于数千年前地中海地区的古代文明。,originarse,Los historiadores creen que los platos tradicionales de pasta en realidad se originan en civilizaciones antiguas de la región mediterránea de hace miles de años.,bắt nguồn,Các nhà sử học tin rằng các món mì ống truyền thống thực sự bắt nguồn từ các nền văn minh cổ đại trong khu vực Địa Trung Hải hàng nghìn năm trước.,มีต้นกำเนิด,นักประวัติศาสตร์เชื่อว่าอาหารพาสต้าแบบดั้งเดิมมีต้นกำเนิดมาจากอารยธรรมโบราณในภูมิภาคเมดิเตอร์เรเนียนเมื่อหลายพันปีก่อน,berasal,Para sejarawan percaya bahwa hidangan pasta tradisional sebenarnya berasal dari peradaban kuno di wilayah Mediterania ribuan tahun lalu.
oversee,The senior project manager will personally oversee every important phase of the major infrastructure renovation until its successful timely completion next spring.,감독하다,그 선임 프로젝트 매니저는 내년 봄 성공적인 시기 적절한 완성까지 주요 인프라 개조의 모든 중요한 단계를 직접 감독할 것이다.,監督する,そのシニアプロジェクトマネージャーは来春の成功した時宜を得た完成まで主要なインフラ改修のすべての重要な段階を個人的に監督する。,监督,这位高级项目经理将亲自监督主要基础设施改造的每一个重要阶段直到明年春天成功如期完工。,supervisar la totalidad de,El gerente sénior del proyecto supervisará la totalidad de cada fase importante de la importante renovación de infraestructura personalmente hasta su exitosa finalización a tiempo la próxima primavera.,giám sát toàn bộ,Quản lý dự án cấp cao sẽ đích thân giám sát toàn bộ mọi giai đoạn quan trọng của việc cải tạo cơ sở hạ tầng lớn cho đến khi hoàn thành thành công đúng thời gian vào mùa xuân tới.,กำกับดูแลทั้งหมด,ผู้จัดการโครงการอาวุโสจะกำกับดูแลทั้งหมดทุกขั้นตอนสำคัญของการปรับปรุงโครงสร้างพื้นฐานหลักด้วยตนเองจนกว่าจะแล้วเสร็จตรงเวลาในฤดูใบไม้ผลิหน้า,mengawasi seluruh,Manajer proyek senior akan secara pribadi mengawasi seluruh setiap fase penting dari renovasi infrastruktur besar hingga selesai tepat waktu pada musim semi mendatang.
participate,Local university students are warmly encouraged to participate actively in the annual community service program throughout the entire long summer vacation period.,참여하다,지역 대학생들은 긴 여름 방학 기간 내내 연례 지역사회 봉사 프로그램에 적극적으로 참여하도록 따뜻하게 권장된다.,参加する,地元の大学生たちは長い夏休み期間中ずっと年次地域社会奉仕プログラムに積極的に参加するよう温かく奨励される。,参与,我们热情鼓励本地大学生在整个漫长的暑假期间积极参与年度社区服务项目。,participar,Se anima cálidamente a los estudiantes universitarios locales a participar activamente en el programa anual de servicio comunitario durante todo el largo período de vacaciones de verano.,tham gia,Sinh viên đại học địa phương được nhiệt tình khuyến khích tích cực tham gia vào chương trình phục vụ cộng đồng hàng năm trong suốt toàn bộ kỳ nghỉ hè dài.,เข้าร่วม,นักศึกษามหาวิทยาลัยท้องถิ่นได้รับการสนับสนุนอย่างอบอุ่นให้เข้าร่วมโครงการบริการชุมชนประจำปีอย่างจริงจังตลอดช่วงปิดภาคฤดูร้อนที่ยาวนานทั้งหมด,berpartisipasi,Mahasiswa universitas lokal sangat didorong untuk berpartisipasi aktif dalam program layanan komunitas tahunan sepanjang seluruh periode liburan musim panas yang panjang.
permit,The strict immigration department does not permit travelers to bring any fresh fruits or live plants across the strictly controlled national border.,허용하다,그 엄격한 이민국은 여행자들이 엄격하게 통제되는 국경을 가로질러 신선한 과일이나 살아 있는 식물을 가져오는 것을 허용하지 않는다.,許可する,その厳格な入国管理局は旅行者が厳しく管理されている国境を越えて新鮮な果物や生きた植物を持ち込むことを許可しない。,允许,严格的移民部门不允许旅行者将任何新鲜水果或活体植物带过严格控制的国家边境。,permitir el ingreso,El estricto departamento de inmigración no permite el ingreso a los viajeros con cualquier fruta fresca o plantas vivas a través de la frontera nacional estrictamente controlada.,cho phép,Sở di trú nghiêm ngặt không cho phép du khách mang bất kỳ trái cây tươi hoặc cây sống nào qua biên giới quốc gia được kiểm soát chặt chẽ.,อนุญาตให้นำเข้า,กรมตรวจคนเข้าเมืองที่เข้มงวดไม่อนุญาตให้นำเข้านักเดินทางนำผลไม้สดหรือพืชสดข้ามพรมแดนประเทศที่มีการควบคุมอย่างเข้มงวด,mengizinkan,Departemen imigrasi yang ketat tidak mengizinkan pelancong untuk membawa buah segar atau tanaman hidup melintasi perbatasan nasional yang dikontrol ketat.
personalize,Many online retailers now offer ways to personalize gift items with custom engraving for special occasions like birthdays anniversaries and weddings.,개인화하다,많은 온라인 소매업체들은 이제 생일과 기념일과 결혼식 같은 특별한 행사를 위해 맞춤 새기기로 선물 품목을 개인화하는 방법을 제공한다.,パーソナライズする,多くのオンライン小売業者は今や誕生日や記念日や結婚式のような特別な機会のためにカスタム彫刻でギフトアイテムをパーソナライズする方法を提供している。,个性化定制,许多在线零售商现在提供为生日周年纪念日和婚礼等特殊场合用定制刻字个性化定制礼品的方式。,personalizar regalos,Muchos minoristas en línea ahora ofrecen formas de personalizar regalos con grabados personalizados para ocasiones especiales como cumpleaños aniversarios y bodas.,cá nhân hóa,Nhiều nhà bán lẻ trực tuyến hiện cung cấp cách cá nhân hóa các món quà bằng khắc chữ tùy chỉnh cho các dịp đặc biệt như sinh nhật kỷ niệm và đám cưới.,ปรับแต่งของขวัญ,ผู้ค้าปลีกออนไลน์จำนวนมากในขณะนี้เสนอวิธีปรับแต่งของขวัญด้วยการแกะสลักแบบกำหนดเองสำหรับโอกาสพิเศษเช่นวันเกิดวันครบรอบและงานแต่งงาน,memersonalisasi,Banyak pengecer online kini menawarkan cara untuk memersonalisasi barang hadiah dengan ukiran khusus untuk acara khusus seperti ulang tahun peringatan dan pernikahan.
pinpoint,The senior detective managed to finally pinpoint the exact crime location using detailed cell phone records and very advanced satellite tracking technology systems.,정확히 찾아내다,그 선임 형사는 상세한 휴대폰 기록과 매우 진보된 위성 추적 기술 시스템을 사용하여 마침내 정확한 범죄 위치를 정확히 찾아내는 데 성공했다.,正確に特定する,そのシニア刑事は詳細な携帯電話記録と非常に進んだ衛星追跡技術システムを使ってついに正確な犯罪場所を正確に特定することに成功した。,精确定位,这位资深侦探使用详细的手机记录和非常先进的卫星跟踪技术系统终于成功精确定位了确切的犯罪地点。,localizar con precisión,El detective sénior logró finalmente localizar con precisión la ubicación exacta del crimen usando registros telefónicos detallados y sistemas de tecnología de rastreo satelital muy avanzados.,xác định chính xác,Vị thám tử cao cấp cuối cùng đã có thể xác định chính xác vị trí phạm tội bằng cách sử dụng hồ sơ điện thoại di động chi tiết và hệ thống công nghệ theo dõi vệ tinh rất tiên tiến.,ระบุตำแหน่งแม่นยำ,นักสืบอาวุโสสามารถระบุตำแหน่งแม่นยำของสถานที่เกิดเหตุที่แน่นอนได้ในที่สุดโดยใช้บันทึกโทรศัพท์มือถือโดยละเอียดและระบบเทคโนโลยีติดตามผ่านดาวเทียมที่ก้าวหน้ามาก,menentukan lokasi pasti,Detektif senior akhirnya berhasil menentukan lokasi pasti tempat kejadian perkara menggunakan catatan ponsel terperinci dan sistem teknologi pelacakan satelit yang sangat canggih.
practice,Aspiring young pianists must practice diligently every single day for many hours to truly master the most technically difficult classical music pieces.,연습하다,야망 있는 어린 피아니스트들은 가장 기술적으로 어려운 클래식 음악 작품을 진정으로 마스터하기 위해 매일 매일 여러 시간 동안 부지런히 연습해야 한다.,練習する,意欲ある若いピアニストたちは最も技術的に難しいクラシック音楽の作品を本当にマスターするために毎日何時間も勤勉に練習しなければならない。,练习,有抱负的年轻钢琴家必须每天勤奋练习好几个小时才能真正掌握技术上最困难的古典音乐作品。,practicar diariamente,Los aspirantes a jóvenes pianistas deben practicar diariamente con diligencia todos los días durante muchas horas para verdaderamente dominar las piezas de música clásica técnicamente más difíciles.,luyện tập,Những nghệ sĩ piano trẻ đầy tham vọng phải luyện tập chăm chỉ mỗi ngày trong nhiều giờ để thực sự thành thạo những tác phẩm âm nhạc cổ điển khó về kỹ thuật nhất.,ฝึกฝน,นักเปียโนหนุ่มสาวที่ใฝ่ฝันต้องฝึกฝนอย่างขยันขันแข็งทุกวันเป็นเวลาหลายชั่วโมงเพื่อเชี่ยวชาญงานดนตรีคลาสสิกที่ยากที่สุดทางเทคนิคอย่างแท้จริง,berlatih,Pianis muda yang bercita-cita tinggi harus berlatih dengan rajin setiap hari selama berjam-jam untuk benar-benar menguasai karya musik klasik yang paling sulit secara teknis.
