adjudicate,The tribunal was convened to adjudicate the boundary dispute between the two nations.,판결하다,국제 재판소는 두 국가 간의 국경 분쟁을 판결하기 위해 소집되었다.,裁定する,裁判所は両国間の国境紛争を裁定するために召集された。,裁决,法庭被召集来裁决两国之间的边界争端。,adjudicar,El tribunal fue convocado para adjudicar la disputa fronteriza entre las dos naciones.,phân xử,Tòa án được triệu tập để phân xử tranh chấp biên giới giữa hai quốc gia.,ตัดสิน,ศาลถูกเรียกประชุมเพื่อตัดสินข้อพิพาทเรื่องพรมแดนระหว่างสองประเทศ,mengadili,Pengadilan diadakan untuk mengadili sengketa perbatasan antara kedua negara.
autocratic,The autocratic regime suppressed all forms of political dissent and free expression.,독재적인,독재적 정권은 모든 형태의 정치적 반대 의견과 자유로운 표현을 억압했다.,独裁的な,独裁的な政権は政治的異論と自由な表現のあらゆる形態を弾圧した。,专制的,专制政权压制了一切形式的政治异见和自由表达。,autocrático,El régimen autocrático suprimió todas las formas de disidencia política y libre expresión.,chuyên quyền,Chế độ chuyên quyền đàn áp mọi hình thức bất đồng chính kiến và tự do ngôn luận.,เผด็จการ,ระบอบเผด็จการปราบปรามทุกรูปแบบของการต่อต้านทางการเมืองและการแสดงออกอย่างเสรี,otokratis,Rezim otokratis menekan semua bentuk perbedaan pendapat politik dan kebebasan berekspresi.
deposition,The witness provided a detailed deposition regarding the corporate fraud allegations.,증언 진술,증인은 기업 사기 혐의에 관한 상세한 증언 진술을 제공했다.,宣誓証言,証人は企業詐欺の疑惑に関する詳細な宣誓証言を提供した。,证词,证人就企业欺诈指控提供了详细的证词。,declaración jurada,El testigo proporcionó una declaración jurada detallada sobre las acusaciones de fraude corporativo.,lời khai,Nhân chứng đã cung cấp lời khai chi tiết về các cáo buộc gian lận doanh nghiệp.,คำให้การ,พยานให้คำให้การโดยละเอียดเกี่ยวกับข้อกล่าวหาการฉ้อโกงขององค์กร,deposisi,Saksi memberikan deposisi terperinci mengenai tuduhan penipuan korporasi.
enfranchise,The landmark legislation sought to enfranchise millions of previously disenfranchised citizens.,선거권을 부여하다,획기적인 법안은 이전에 선거권을 박탈당한 수백만 시민에게 선거권을 부여하고자 했다.,参政権を与える,その画期的な法律は以前参政権を奪われた数百万の市民に参政権を与えることを目指した。,赋予选举权,这项具有里程碑意义的立法旨在赋予数百万此前被剥夺权利的公民选举权。,otorgar el derecho al voto,La legislación histórica buscaba otorgar el derecho al voto a millones de ciudadanos previamente privados de derechos.,trao quyền bầu cử,Luật mang tính bước ngoặt nhằm trao quyền bầu cử cho hàng triệu công dân trước đây bị tước quyền.,ให้สิทธิเลือกตั้ง,กฎหมายสำคัญนี้มุ่งให้สิทธิเลือกตั้งแก่ประชาชนหลายล้านคนที่เคยถูกตัดสิทธิ,memberikan hak pilih,Undang-undang bersejarah tersebut berupaya memberikan hak pilih kepada jutaan warga yang sebelumnya kehilangan haknya.
malfeasance,The investigation uncovered systematic malfeasance within the municipal government.,직권남용,수사는 시 정부 내의 체계적인 직권남용을 밝혀냈다.,不正行為,調査は市政府内の組織的な不正行為を明らかにした。,渎职,调查揭露了市政府内部系统性的渎职行为。,malversación,La investigación descubrió malversación sistemática dentro del gobierno municipal.,hành vi sai trái,Cuộc điều tra phát hiện hành vi sai trái có hệ thống trong chính quyền thành phố.,การทุจริตในตำแหน่ง,การสอบสวนเปิดเผยการทุจริตในตำแหน่งอย่างเป็นระบบภายในรัฐบาลเทศบาล,pelanggaran jabatan,Investigasi mengungkap pelanggaran jabatan yang sistematis dalam pemerintah kota.
plutocracy,Scholars have warned that unchecked wealth inequality could transform democracies into plutocracies.,금권정치,학자들은 통제되지 않는 부의 불평등이 민주주의를 금권정치로 변질시킬 수 있다고 경고해 왔다.,金権政治,学者たちは野放しの富の不平等が民主主義を金権政治に変える可能性があると警告してきた。,财阀统治,学者们警告说，不受控制的财富不平等可能将民主政体转变为财阀统治。,plutocracia,Los académicos han advertido que la desigualdad de riqueza sin control podría transformar las democracias en plutocracias.,chế độ tài phiệt,Các học giả cảnh báo rằng bất bình đẳng giàu nghèo không kiểm soát có thể biến nền dân chủ thành chế độ tài phiệt.,ธนาธิปไตย,นักวิชาการเตือนว่าความเหลื่อมล้ำทางความมั่งคั่งที่ไม่ถูกควบคุมอาจเปลี่ยนระบอบประชาธิปไตยเป็นธนาธิปไตย,plutokrasi,Para ilmuwan memperingatkan bahwa ketimpangan kekayaan yang tidak terkendali dapat mengubah demokrasi menjadi plutokrasi.
remand,The judge decided to remand the case to the lower court for further proceedings.,환송하다,판사는 추가 심리를 위해 사건을 하급 법원으로 환송하기로 결정했다.,差し戻す,裁判官はさらなる審理のために事件を下級裁判所に差し戻すことを決定した。,发回重审,法官决定将案件发回下级法院进行进一步审理。,devolver,El juez decidió devolver el caso al tribunal inferior para más procedimientos.,phát hồi,Thẩm phán quyết định phát hồi vụ án về tòa cấp dưới để xét xử thêm.,ส่งกลับ,ผู้พิพากษาตัดสินใจส่งคดีกลับไปยังศาลชั้นต้นเพื่อดำเนินการต่อไป,mengembalikan,Hakim memutuskan untuk mengembalikan kasus tersebut ke pengadilan yang lebih rendah untuk proses lebih lanjut.
technocratic,The new administration adopted a technocratic approach to economic policy reform.,기술관료적인,새 행정부는 경제 정책 개혁에 기술관료적 접근 방식을 채택했다.,テクノクラート的な,新政権は経済政策改革にテクノクラート的アプローチを採用した。,技术官僚的,新一届政府采取了技术官僚式的经济政策改革方法。,tecnocrático,La nueva administración adoptó un enfoque tecnocrático para la reforma de la política económica.,kỹ trị,Chính quyền mới áp dụng phương pháp kỹ trị trong cải cách chính sách kinh tế.,เทคโนแครต,รัฐบาลใหม่ใช้แนวทางเทคโนแครตในการปฏิรูปนโยบายเศรษฐกิจ,teknokratis,Pemerintahan baru mengadopsi pendekatan teknokratis untuk reformasi kebijakan ekonomi.
tort,The plaintiff filed a tort claim alleging negligence on the part of the manufacturer.,불법행위,원고는 제조업체의 과실을 주장하며 불법행위 소송을 제기했다.,不法行為,原告は製造者の過失を主張する不法行為の訴えを提起した。,侵权行为,原告提起了侵权诉讼，指控制造商存在过失。,agravio,El demandante presentó una demanda por agravio alegando negligencia por parte del fabricante.,hành vi xâm phạm,Nguyên đơn đã đệ đơn kiện hành vi xâm phạm cáo buộc sự bất cẩn của nhà sản xuất.,ละเมิด,โจทก์ยื่นฟ้องคดีละเมิดโดยกล่าวหาว่าผู้ผลิตประมาทเลินเล่อ,gugatan perdata,Penggugat mengajukan gugatan perdata yang menuduh kelalaian dari pihak produsen.
suffrage,Universal suffrage was achieved only after decades of persistent social activism.,참정권,보통 참정권은 수십 년간의 끈질긴 사회 운동 이후에야 달성되었다.,参政権,普通参政権は数十年にわたる粘り強い社会運動の後にようやく達成された。,选举权,普选权是在数十年的持续社会运动之后才实现的。,sufragio,El sufragio universal se logró solo después de décadas de activismo social persistente.,quyền bầu cử,Quyền bầu cử phổ thông chỉ đạt được sau nhiều thập kỷ hoạt động xã hội bền bỉ.,สิทธิเลือกตั้ง,สิทธิเลือกตั้งทั่วไปบรรลุได้หลังจากการเคลื่อนไหวทางสังคมอย่างต่อเนื่องเป็นเวลาหลายทศวรรษ,hak pilih,Hak pilih universal baru tercapai setelah puluhan tahun aktivisme sosial yang gigih.
ratify,All member states must ratify the treaty before it enters into force.,비준하다,모든 회원국은 조약이 발효되기 전에 비준해야 한다.,批准する,すべての加盟国は条約が発効する前にそれを批准しなければならない。,批准,所有成员国必须批准该条约才能使其生效。,ratificar,Todos los estados miembros deben ratificar el tratado antes de que entre en vigor.,phê chuẩn,Tất cả các quốc gia thành viên phải phê chuẩn hiệp ước trước khi nó có hiệu lực.,ให้สัตยาบัน,ทุกประเทศสมาชิกต้องให้สัตยาบันสนธิสัญญาก่อนที่จะมีผลบังคับใช้,meratifikasi,Semua negara anggota harus meratifikasi perjanjian sebelum berlaku.
despotism,Enlightenment philosophers wrote extensively against despotism and the arbitrary exercise of power.,전제정치,계몽주의 철학자들은 전제정치와 권력의 자의적 행사에 대해 광범위하게 저술했다.,専制政治,啓蒙思想家たちは専制政治と権力の恣意的行使に対して広範に著作を残した。,专制主义,启蒙哲学家们大量撰文反对专制主义和权力的任意行使。,despotismo,Los filósofos de la Ilustración escribieron extensamente contra el despotismo y el ejercicio arbitrario del poder.,chế độ chuyên chế,Các triết gia Khai sáng đã viết nhiều về chống chế độ chuyên chế và việc sử dụng quyền lực tùy tiện.,ระบอบเผด็จการ,นักปรัชญายุคเรืองปัญญาเขียนอย่างกว้างขวางเพื่อต่อต้านระบอบเผด็จการและการใช้อำนาจตามอำเภอใจ,despotisme,Para filsuf Pencerahan menulis secara luas menentang despotisme dan penggunaan kekuasaan yang sewenang-wenang.
recidivism,High recidivism rates suggest that the current rehabilitation programs are fundamentally inadequate.,재범률,높은 재범률은 현재의 교화 프로그램이 근본적으로 부적절함을 시사한다.,再犯率,高い再犯率は現在の更生プログラムが根本的に不十分であることを示唆している。,累犯率,高累犯率表明当前的改造计划从根本上是不够的。,reincidencia,Las altas tasas de reincidencia sugieren que los programas de rehabilitación actuales son fundamentalmente inadecuados.,tái phạm,Tỷ lệ tái phạm cao cho thấy các chương trình phục hồi hiện tại về cơ bản là không đầy đủ.,การกระทำผิดซ้ำ,อัตราการกระทำผิดซ้ำที่สูงบ่งชี้ว่าโปรแกรมฟื้นฟูปัจจุบันไม่เพียงพออย่างพื้นฐาน,residivisme,Tingkat residivisme yang tinggi menunjukkan bahwa program rehabilitasi saat ini pada dasarnya tidak memadai.
bicameral,The country operates under a bicameral legislature comprising a senate and a house of representatives.,양원제의,그 나라는 상원과 하원으로 구성된 양원제 입법부 하에서 운영된다.,二院制の,その国は上院と下院からなる二院制の議会のもとで運営されている。,两院制的,该国实行两院制立法机构，由参议院和众议院组成。,bicameral,El país opera bajo una legislatura bicameral que comprende un senado y una cámara de representantes.,lưỡng viện,Quốc gia hoạt động theo cơ chế lập pháp lưỡng viện gồm thượng viện và hạ viện.,สภาสองสภา,ประเทศดำเนินการภายใต้สภานิติบัญญัติสองสภาประกอบด้วยวุฒิสภาและสภาผู้แทนราษฎร,bikameral,Negara tersebut beroperasi di bawah badan legislatif bikameral yang terdiri dari senat dan dewan perwakilan.
fiduciary,Board members have a fiduciary duty to act in the best interests of shareholders.,수탁자의,이사회 구성원은 주주의 최선의 이익을 위해 행동해야 할 수탁자로서의 의무가 있다.,受託者の,取締役会メンバーは株主の最善の利益のために行動する受託者としての義務がある。,信托的,董事会成员有信托义务为股东的最大利益行事。,fiduciario,Los miembros de la junta tienen un deber fiduciario de actuar en el mejor interés de los accionistas.,ủy thác,Các thành viên hội đồng quản trị có nghĩa vụ ủy thác hành động vì lợi ích tốt nhất của cổ đông.,ในฐานะผู้ดูแลผลประโยชน์,สมาชิกคณะกรรมการมีหน้าที่ในฐานะผู้ดูแลผลประโยชน์เพื่อดำเนินการเพื่อประโยชน์สูงสุดของผู้ถือหุ้น,fidusia,Anggota dewan memiliki kewajiban fidusia untuk bertindak demi kepentingan terbaik pemegang saham.
abrogation,The abrogation of the treaty left a significant legal vacuum in international trade relations.,폐기,조약의 폐기는 국제 무역 관계에 상당한 법적 공백을 남겼다.,廃止,条約の廃止は国際貿易関係に大きな法的空白を残した。,废除,该条约的废除在国际贸易关系中留下了重大的法律真空。,abrogación,La abrogación del tratado dejó un vacío legal significativo en las relaciones comerciales internacionales.,sự bãi bỏ,Sự bãi bỏ hiệp ước đã để lại khoảng trống pháp lý đáng kể trong quan hệ thương mại quốc tế.,การยกเลิก,การยกเลิกสนธิสัญญาทำให้เกิดช่องว่างทางกฎหมายที่สำคัญในความสัมพันธ์การค้าระหว่างประเทศ,pencabutan,Pencabutan perjanjian tersebut meninggalkan kekosongan hukum yang signifikan dalam hubungan perdagangan internasional.
gerrymander,Opposition parties accused the ruling coalition of attempting to gerrymander electoral districts.,게리맨더링하다,야당은 여당 연합이 선거구를 게리맨더링하려 시도한다고 비난했다.,ゲリマンダーを行う,野党は与党連合が選挙区のゲリマンダーを試みていると非難した。,不公正划分选区,反对党指责执政联盟试图不公正地划分选区。,manipular los distritos electorales,Los partidos de oposición acusaron a la coalición gobernante de intentar manipular los distritos electorales.,gian lận phân chia khu vực bầu cử,Các đảng đối lập cáo buộc liên minh cầm quyền cố gắng gian lận phân chia khu vực bầu cử.,แบ่งเขตเลือกตั้งอย่างไม่เป็นธรรม,พรรคฝ่ายค้านกล่าวหาว่ารัฐบาลผสมพยายามแบ่งเขตเลือกตั้งอย่างไม่เป็นธรรม,manipulasi distrik pemilu,Partai oposisi menuduh koalisi yang berkuasa mencoba memanipulasi distrik pemilu.
culpability,The court examined the degree of culpability each executive bore for the financial scandal.,유죄성,법원은 각 임원이 금융 스캔들에 대해 지는 유죄성의 정도를 조사했다.,有罪性,裁判所は各幹部が金融スキャンダルに対してどの程度の有罪性を負うかを審査した。,罪责,法院审查了每位高管在金融丑闻中应承担的罪责程度。,culpabilidad,El tribunal examinó el grado de culpabilidad que cada ejecutivo tenía por el escándalo financiero.,tội lỗi,Tòa án xem xét mức độ tội lỗi mà mỗi giám đốc phải chịu cho vụ bê bối tài chính.,ความผิด,ศาลตรวจสอบระดับความผิดที่ผู้บริหารแต่ละคนมีต่อเรื่องอื้อฉาวทางการเงิน,kesalahan,Pengadilan memeriksa tingkat kesalahan yang ditanggung setiap eksekutif atas skandal keuangan tersebut.
extradition,The bilateral extradition treaty facilitated the transfer of the fugitive between jurisdictions.,범죄인 인도,양자 범죄인 인도 조약은 관할권 간 도주자의 이송을 용이하게 했다.,犯罪人引渡し,二国間の犯罪人引渡し条約は管轄区域間の逃亡者の移送を容易にした。,引渡,双边引渡条约促进了逃犯在司法管辖区之间的移交。,extradición,El tratado bilateral de extradición facilitó la transferencia del fugitivo entre jurisdicciones.,dẫn độ,Hiệp ước dẫn độ song phương đã tạo điều kiện cho việc chuyển giao tội phạm bỏ trốn giữa các khu vực tài phán.,การส่งผู้ร้ายข้ามแดน,สนธิสัญญาส่งผู้ร้ายข้ามแดนทวิภาคีอำนวยความสะดวกในการโอนตัวผู้หลบหนีระหว่างเขตอำนาจศาล,ekstradisi,Perjanjian ekstradisi bilateral memfasilitasi transfer buronan antara yurisdiksi.
perjury,The witness was subsequently charged with perjury for providing false testimony under oath.,위증,증인은 선서 하에 거짓 증언을 한 것에 대해 이후 위증 혐의로 기소되었다.,偽証,証人はその後宣誓の下で虚偽の証言を行ったとして偽証罪で起訴された。,伪证罪,该证人随后因在宣誓下提供虚假证词而被控伪证罪。,perjurio,El testigo fue posteriormente acusado de perjurio por proporcionar testimonio falso bajo juramento.,khai man,Nhân chứng sau đó bị buộc tội khai man vì đã cung cấp lời khai sai dưới lời tuyên thệ.,การเบิกความเท็จ,พยานถูกตั้งข้อหาเบิกความเท็จในภายหลังเนื่องจากให้การเท็จภายใต้คำสาบาน,sumpah palsu,Saksi tersebut kemudian didakwa dengan sumpah palsu karena memberikan kesaksian palsu di bawah sumpah.
theocracy,The scholar examined how theocracy shaped legal and social institutions in medieval Europe.,신정정치,그 학자는 신정정치가 중세 유럽의 법적 및 사회적 제도를 어떻게 형성했는지 조사했다.,神権政治,その学者は神権政治が中世ヨーロッパの法的・社会的制度をどのように形成したかを研究した。,神权政治,该学者研究了神权政治如何塑造了中世纪欧洲的法律和社会制度。,teocracia,El académico examinó cómo la teocracia moldeó las instituciones legales y sociales en la Europa medieval.,thần quyền,Học giả nghiên cứu cách thần quyền đã định hình các thể chế pháp luật và xã hội ở châu Âu thời trung cổ.,เทวาธิปไตย,นักวิชาการศึกษาว่าเทวาธิปไตยหล่อหลอมสถาบันทางกฎหมายและสังคมในยุโรปยุคกลางอย่างไร,teokrasi,Ilmuwan tersebut meneliti bagaimana teokrasi membentuk institusi hukum dan sosial di Eropa abad pertengahan.
statute,The statute of limitations for prosecuting financial fraud varies considerably across jurisdictions.,법령,금융 사기 기소에 대한 공소시효는 관할권에 따라 상당히 다르다.,法令,金融詐欺を起訴するための公訴時効は管轄区域によってかなり異なる。,法规,起诉金融欺诈的诉讼时效在不同司法管辖区之间差异很大。,estatuto,El estatuto de limitaciones para perseguir el fraude financiero varía considerablemente entre jurisdicciones.,đạo luật,Thời hiệu truy tố gian lận tài chính theo đạo luật khác nhau đáng kể giữa các khu vực tài phán.,พระราชบัญญัติ,อายุความตามพระราชบัญญัติสำหรับการฟ้องร้องการฉ้อโกงทางการเงินแตกต่างกันอย่างมากในแต่ละเขตอำนาจศาล,undang-undang,Undang-undang pembatasan untuk menuntut penipuan keuangan sangat bervariasi di berbagai yurisdiksi.
sovereignty,The debate over national sovereignty versus supranational governance remains deeply contentious.,주권,국가 주권 대 초국가적 거버넌스에 대한 논쟁은 여전히 매우 논쟁적이다.,主権,国家主権対超国家的統治についての議論は依然として深く論争的である。,主权,关于国家主权与超国家治理的辩论仍然存在深刻分歧。,soberanía,El debate sobre la soberanía nacional frente a la gobernanza supranacional sigue siendo profundamente contencioso.,chủ quyền,Cuộc tranh luận về chủ quyền quốc gia so với quản trị siêu quốc gia vẫn còn gây tranh cãi sâu sắc.,อธิปไตย,การถกเถียงเรื่องอธิปไตยของชาติกับการปกครองเหนือชาติยังคงเป็นที่ถกเถียงอย่างลึกซึ้ง,kedaulatan,Perdebatan mengenai kedaulatan nasional versus tata kelola supranasional tetap sangat kontroversial.
absolutism,The philosopher contrasted political absolutism with the principles of constitutional governance.,절대주의,그 철학자는 정치적 절대주의를 입헌 통치의 원칙과 대조했다.,絶対主義,その哲学者は政治的絶対主義と立憲統治の原則を対比させた。,专制主义,该哲学家将政治专制主义与宪政治理原则进行了对比。,absolutismo,El filósofo contrastó el absolutismo político con los principios de la gobernanza constitucional.,chủ nghĩa chuyên chế,Triết gia đã đối chiếu chủ nghĩa chuyên chế chính trị với các nguyên tắc quản trị hiến pháp.,ระบบสมบูรณาญาสิทธิราชย์,นักปรัชญาเปรียบเทียบระบบสมบูรณาญาสิทธิราชย์ทางการเมืองกับหลักการปกครองตามรัฐธรรมนูญ,absolutisme,Filsuf tersebut membandingkan absolutisme politik dengan prinsip-prinsip pemerintahan konstitusional.
emolument,The constitution explicitly prohibits public officials from receiving foreign emoluments.,보수,헌법은 공직자가 외국으로부터 보수를 받는 것을 명시적으로 금지하고 있다.,報酬,憲法は公務員が外国からの報酬を受け取ることを明確に禁止している。,薪酬,宪法明确禁止公职人员接受外国薪酬。,emolumento,La constitución prohíbe explícitamente que los funcionarios públicos reciban emolumentos extranjeros.,thù lao,Hiến pháp cấm rõ ràng các quan chức công nhận thù lao từ nước ngoài.,ค่าตอบแทน,รัฐธรรมนูญห้ามเจ้าหน้าที่ของรัฐรับค่าตอบแทนจากต่างประเทศอย่างชัดเจน,imbalan,Konstitusi secara eksplisit melarang pejabat publik menerima imbalan dari pihak asing.
deliberative,Deliberative democracy emphasizes informed public discussion as the basis for legitimate decision-making.,숙의적인,숙의 민주주의는 정당한 의사 결정의 기반으로서 정보에 기반한 공개 토론을 강조한다.,熟議的な,熟議民主主義は正当な意思決定の基盤として情報に基づく公的議論を強調する。,审议性的,审议民主强调以知情的公共讨论作为合法决策的基础。,deliberativo,La democracia deliberativa enfatiza la discusión pública informada como base para la toma de decisiones legítima.,thảo luận,Dân chủ thảo luận nhấn mạnh thảo luận công khai có hiểu biết là cơ sở cho việc ra quyết định hợp pháp.,เกี่ยวกับการพิจารณา,ประชาธิปไตยแบบปรึกษาหารือเน้นการอภิปรายสาธารณะอย่างมีข้อมูลเป็นพื้นฐานของการตัดสินใจที่ชอบธรรม,deliberatif,Demokrasi deliberatif menekankan diskusi publik yang terinformasi sebagai dasar pengambilan keputusan yang sah.
