english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
anticipate,Researchers anticipate a breakthrough in the field.,예상하다,연구자들은 그 분야에서 돌파구를 예상한다.,予想する,研究者たちはその分野での突破を予想している。,预期,研究人员预期该领域会有突破。,anticipar,Los investigadores anticipan un avance en el campo.,dự đoán,Các nhà nghiên cứu dự đoán một bước đột phá trong lĩnh vực này.,คาดการณ์,นักวิจัยคาดการณ์ว่าจะมีความก้าวหน้าในสาขานี้,mengantisipasi,Peneliti mengantisipasi terobosan di bidang tersebut.
arbitrary,The selection criteria seemed arbitrary.,임의의,선발 기준이 임의적으로 보였다.,恣意的な,選考基準は恣意的に思えた。,任意的,选择标准似乎是任意的。,arbitrario,Los criterios de selección parecían arbitrarios.,tùy tiện,Tiêu chí lựa chọn dường như tùy tiện.,ตามอำเภอใจ,เกณฑ์การคัดเลือกดูเหมือนตามอำเภอใจ,sewenang-wenang,Kriteria seleksi tampak sewenang-wenang.
coherent,The student presented a coherent argument.,일관된,학생은 일관된 주장을 발표했다.,首尾一貫した,学生は首尾一貫した議論を発表した。,连贯的,学生提出了一个连贯的论点。,coherente,El estudiante presentó un argumento coherente.,mạch lạc,Sinh viên đã trình bày một lập luận mạch lạc.,สอดคล้อง,นักศึกษานำเสนอข้อโต้แย้งที่สอดคล้อง,koheren,Mahasiswa menyajikan argumen yang koheren.
compatible,The two theories are not compatible with each other.,양립 가능한,두 이론은 서로 양립할 수 없다.,両立できる,その二つの理論は互いに両立できない。,兼容的,这两个理论彼此不兼容。,compatible,Las dos teorías no son compatibles entre sí.,tương thích,Hai lý thuyết không tương thích với nhau.,เข้ากันได้,ทฤษฎีทั้งสองไม่เข้ากัน,kompatibel,Kedua teori tersebut tidak kompatibel satu sama lain.
comprehensive,The textbook provides a comprehensive overview.,포괄적인,그 교재는 포괄적인 개요를 제공한다.,包括的な,その教科書は包括的な概要を提供している。,全面的,这本教科书提供了全面的概述。,completo,El libro de texto proporciona una visión completa.,toàn diện,Cuốn sách giáo khoa cung cấp cái nhìn tổng quan toàn diện.,ครอบคลุม,ตำราเรียนให้ภาพรวมที่ครอบคลุม,komprehensif,Buku teks memberikan gambaran yang komprehensif.
concurrent,She enrolled in three concurrent courses.,동시의,그녀는 세 개의 동시 수업에 등록했다.,同時の,彼女は三つの同時進行の授業に登録した。,同时的,她注册了三门同时进行的课程。,concurrente,Se inscribió en tres cursos concurrentes.,đồng thời,Cô đăng ký ba khóa học đồng thời.,พร้อมกัน,เธอลงทะเบียนเรียนสามวิชาพร้อมกัน,bersamaan,Dia mendaftar tiga mata kuliah bersamaan.
considerable,The project required considerable effort.,상당한,그 프로젝트는 상당한 노력을 필요로 했다.,かなりの,そのプロジェクトはかなりの努力を必要とした。,相当大的,该项目需要相当大的努力。,considerable,El proyecto requirió un esfuerzo considerable.,đáng kể,Dự án đòi hỏi nỗ lực đáng kể.,มาก,โครงการนี้ต้องใช้ความพยายามมาก,cukup besar,Proyek tersebut memerlukan usaha yang cukup besar.
contradiction,There is a contradiction between the two findings.,모순,두 결과 사이에 모순이 있다.,矛盾,二つの発見の間に矛盾がある。,矛盾,两项发现之间存在矛盾。,contradicción,Hay una contradicción entre los dos hallazgos.,mâu thuẫn,Có sự mâu thuẫn giữa hai phát hiện.,ความขัดแย้ง,มีความขัดแย้งระหว่างสองข้อค้นพบ,kontradiksi,Ada kontradiksi antara kedua temuan tersebut.
controversy,The theory sparked controversy in the academic community.,논란,그 이론은 학계에서 논란을 일으켰다.,論争,その理論は学界で論争を引き起こした。,争议,该理论在学术界引发了争议。,controversia,La teoría generó controversia en la comunidad académica.,tranh cãi,Lý thuyết này đã gây ra tranh cãi trong giới học thuật.,ข้อถกเถียง,ทฤษฎีนี้จุดชนวนข้อถกเถียงในแวดวงวิชาการ,kontroversi,Teori tersebut memicu kontroversi di komunitas akademik.
crucial,Critical thinking is crucial for academic success.,중요한,비판적 사고는 학업 성공에 중요하다.,重要な,批判的思考は学業の成功に重要である。,至关重要的,批判性思维对学业成功至关重要。,crucial,El pensamiento crítico es crucial para el éxito académico.,quan trọng,Tư duy phản biện rất quan trọng cho thành công học thuật.,สำคัญยิ่ง,การคิดวิเคราะห์สำคัญยิ่งต่อความสำเร็จทางวิชาการ,penting,Berpikir kritis sangat penting untuk keberhasilan akademik.
deduce,We can deduce the answer from the given data.,추론하다,주어진 데이터에서 답을 추론할 수 있다.,推論する,与えられたデータから答えを推論できる。,推断,我们可以从给定数据中推断答案。,deducir,Podemos deducir la respuesta a partir de los datos dados.,suy luận,Chúng ta có thể suy luận câu trả lời từ dữ liệu đã cho.,อนุมาน,เราสามารถอนุมานคำตอบจากข้อมูลที่ให้มา,menyimpulkan,Kita dapat menyimpulkan jawaban dari data yang diberikan.
diminish,The effect of the drug diminished over time.,줄어들다,약의 효과는 시간이 지나면서 줄어들었다.,減少する,薬の効果は時間とともに減少した。,减少,药物的效果随时间减少。,disminuir,El efecto del fármaco disminuyó con el tiempo.,giảm đi,Tác dụng của thuốc giảm đi theo thời gian.,ลดลง,ผลของยาลดลงตามเวลา,berkurang,Efek obat tersebut berkurang seiring waktu.
elaborate,The professor asked the student to elaborate on her thesis.,정교한,교수는 학생에게 논문을 자세히 설명하도록 요청했다.,詳しく述べる,教授は学生に論文について詳しく述べるよう求めた。,详细阐述,教授要求学生详细阐述她的论文。,elaborar,El profesor pidió a la estudiante que elaborara su tesis.,giải thích chi tiết,Giáo sư yêu cầu sinh viên giải thích chi tiết về luận văn.,อธิบายเพิ่มเติม,ศาสตราจารย์ขอให้นักศึกษาอธิบายเพิ่มเติมเกี่ยวกับวิทยานิพนธ์,menjelaskan,Profesor meminta mahasiswa menjelaskan tesisnya lebih rinci.
explicit,The instructions were explicit and easy to follow.,명시적인,지침은 명시적이고 따르기 쉬웠다.,明示的な,指示は明示的で従いやすかった。,明确的,指示很明确且容易遵循。,explícito,Las instrucciones eran explícitas y fáciles de seguir.,rõ ràng,Các hướng dẫn rõ ràng và dễ làm theo.,ชัดแจ้ง,คำสั่งชัดแจ้งและง่ายต่อการปฏิบัติตาม,eksplisit,Instruksinya eksplisit dan mudah diikuti.
fluctuate,Oil prices fluctuate depending on global demand.,변동하다,유가는 세계 수요에 따라 변동한다.,変動する,石油価格は世界の需要に応じて変動する。,波动,油价根据全球需求波动。,fluctuar,Los precios del petróleo fluctúan según la demanda global.,dao động,Giá dầu dao động tùy thuộc vào nhu cầu toàn cầu.,ผันผวน,ราคาน้ำมันผันผวนขึ้นอยู่กับความต้องการของโลก,berfluktuasi,Harga minyak berfluktuasi tergantung permintaan global.
fundamental,Mathematics is fundamental to engineering.,근본적인,수학은 공학에 근본적이다.,基本的な,数学は工学にとって基本的である。,基本的,数学是工程学的基础。,fundamental,Las matemáticas son fundamentales para la ingeniería.,cơ bản,Toán học là cơ bản cho kỹ thuật.,พื้นฐาน,คณิตศาสตร์เป็นพื้นฐานของวิศวกรรม,fundamental,Matematika adalah hal yang fundamental bagi teknik.
impose,The university imposed strict attendance policies.,부과하다,대학은 엄격한 출석 정책을 부과했다.,課す,大学は厳格な出席方針を課した。,实施,大学实施了严格的出勤政策。,imponer,La universidad impuso políticas estrictas de asistencia.,áp đặt,Trường đại học áp đặt chính sách điểm danh nghiêm ngặt.,บังคับใช้,มหาวิทยาลัยบังคับใช้นโยบายการเข้าเรียนอย่างเข้มงวด,memberlakukan,Universitas memberlakukan kebijakan kehadiran yang ketat.
inhibit,Stress can inhibit cognitive performance.,억제하다,스트레스는 인지 수행을 억제할 수 있다.,抑制する,ストレスは認知パフォーマンスを抑制する。,抑制,压力会抑制认知表现。,inhibir,El estrés puede inhibir el rendimiento cognitivo.,ức chế,Căng thẳng có thể ức chế hiệu suất nhận thức.,ยับยั้ง,ความเครียดสามารถยับยั้งประสิทธิภาพทางปัญญา,menghambat,Stres dapat menghambat kinerja kognitif.
integrity,Academic integrity is essential in research.,무결성,학문적 무결성은 연구에 필수적이다.,誠実さ,学問的誠実さは研究において不可欠である。,诚信,学术诚信在研究中至关重要。,integridad,La integridad académica es esencial en la investigación.,tính toàn vẹn,Sự liêm chính học thuật là thiết yếu trong nghiên cứu.,ความซื่อสัตย์,ความซื่อสัตย์ทางวิชาการเป็นสิ่งจำเป็นในการวิจัย,integritas,Integritas akademik sangat penting dalam penelitian.
interval,Data was collected at regular intervals.,간격,데이터는 일정한 간격으로 수집되었다.,間隔,データは定期的な間隔で収集された。,间隔,数据以固定间隔收集。,intervalo,Los datos se recopilaron a intervalos regulares.,khoảng cách,Dữ liệu được thu thập theo khoảng cách đều đặn.,ช่วงเวลา,ข้อมูลถูกเก็บรวบรวมในช่วงเวลาที่สม่ำเสมอ,interval,Data dikumpulkan pada interval yang teratur.
analyse,The team will analyse the survey results.,분석하다,팀은 설문 조사 결과를 분석할 것이다.,分析する,チームは調査結果を分析する。,分析,团队将分析调查结果。,analizar,El equipo analizará los resultados de la encuesta.,phân tích,Nhóm sẽ phân tích kết quả khảo sát.,วิเคราะห์,ทีมจะวิเคราะห์ผลการสำรวจ,menganalisis,Tim akan menganalisis hasil survei.
approach,The researchers adopted a new approach to the problem.,접근법,연구자들은 문제에 대한 새로운 접근법을 채택했다.,アプローチ,研究者たちは問題への新しいアプローチを採用した。,方法,研究人员采用了解决问题的新方法。,enfoque,Los investigadores adoptaron un nuevo enfoque al problema.,cách tiếp cận,Các nhà nghiên cứu đã áp dụng cách tiếp cận mới cho vấn đề.,แนวทาง,นักวิจัยใช้แนวทางใหม่ในการแก้ปัญหา,pendekatan,Para peneliti mengadopsi pendekatan baru terhadap masalah tersebut.
assess,Teachers assess student progress through exams.,평가하다,교사들은 시험을 통해 학생의 진도를 평가한다.,評価する,教師は試験を通じて学生の進歩を評価する。,评估,教师通过考试评估学生的进步。,evaluar,Los profesores evalúan el progreso de los estudiantes mediante exámenes.,đánh giá,Giáo viên đánh giá tiến độ của sinh viên qua các kỳ thi.,ประเมิน,ครูประเมินความก้าวหน้าของนักเรียนผ่านการสอบ,menilai,Guru menilai kemajuan siswa melalui ujian.
assume,We cannot assume the data is accurate.,가정하다,데이터가 정확하다고 가정할 수 없다.,仮定する,データが正確であると仮定することはできない。,假设,我们不能假设数据是准确的。,asumir,No podemos asumir que los datos son precisos.,giả định,Chúng ta không thể giả định dữ liệu là chính xác.,สมมติ,เราไม่สามารถสมมติว่าข้อมูลถูกต้อง,mengasumsikan,Kita tidak bisa mengasumsikan data tersebut akurat.
attribute,She attributed her success to hard work.,귀인하다,그녀는 성공을 노력의 덕분으로 돌렸다.,帰する,彼女は成功を努力のおかげだとした。,归因于,她将成功归因于努力工作。,atribuir,Ella atribuyó su éxito al trabajo duro.,quy cho,Cô ấy quy thành công cho sự chăm chỉ.,ให้เหตุผลว่า,เธอให้เหตุผลว่าความสำเร็จมาจากการทำงานหนัก,mengatribusikan,Dia mengatribusikan kesuksesannya pada kerja keras.
authority,The textbook is considered an authority on the subject.,권위,그 교재는 해당 주제에 대한 권위로 여겨진다.,権威,その教科書はその分野の権威と見なされている。,权威,这本教科书被认为是该学科的权威。,autoridad,El libro de texto se considera una autoridad en la materia.,uy quyền,Cuốn sách giáo khoa được coi là uy quyền về chủ đề này.,อำนาจ,ตำราเรียนนี้ถือเป็นอำนาจในเรื่องนี้,otoritas,Buku teks tersebut dianggap sebagai otoritas di bidang itu.
benefit,Exercise has many health benefits.,이점,운동은 많은 건강상의 이점이 있다.,利益,運動には多くの健康上の利益がある。,好处,运动有很多健康好处。,beneficio,El ejercicio tiene muchos beneficios para la salud.,lợi ích,Tập thể dục có nhiều lợi ích cho sức khỏe.,ประโยชน์,การออกกำลังกายมีประโยชน์ต่อสุขภาพมากมาย,manfaat,Olahraga memiliki banyak manfaat kesehatan.
bias,The study was criticized for researcher bias.,편향,그 연구는 연구자 편향으로 비판받았다.,偏見,その研究は研究者の偏見で批判された。,偏见,该研究因研究者偏见而受到批评。,sesgo,El estudio fue criticado por el sesgo del investigador.,thiên kiến,Nghiên cứu bị chỉ trích vì thiên kiến của nhà nghiên cứu.,อคติ,การศึกษาถูกวิจารณ์เรื่องอคติของนักวิจัย,bias,Studi tersebut dikritik karena bias peneliti.
capable,The new software is capable of processing large datasets.,유능한,새 소프트웨어는 대규모 데이터 세트를 처리할 수 있다.,可能な,新しいソフトウェアは大規模なデータセットを処理できる。,能够,新软件能够处理大型数据集。,capaz,El nuevo software es capaz de procesar grandes conjuntos de datos.,có khả năng,Phần mềm mới có khả năng xử lý bộ dữ liệu lớn.,สามารถ,ซอฟต์แวร์ใหม่สามารถประมวลผลชุดข้อมูลขนาดใหญ่,mampu,Perangkat lunak baru mampu memproses kumpulan data besar.
category,The organisms were classified into three categories.,범주,유기체들은 세 범주로 분류되었다.,カテゴリー,生物は三つのカテゴリーに分類された。,类别,生物被分为三个类别。,categoría,Los organismos se clasificaron en tres categorías.,phạm trù,Các sinh vật được phân thành ba phạm trù.,หมวดหมู่,สิ่งมีชีวิตถูกจัดเป็นสามหมวดหมู่,kategori,Organisme diklasifikasikan ke dalam tiga kategori.
challenge,Climate change poses a significant challenge to agriculture.,도전,기후 변화는 농업에 중대한 도전을 제기한다.,課題,気候変動は農業に重大な課題をもたらす。,挑战,气候变化对农业构成重大挑战。,desafío,El cambio climático plantea un desafío significativo para la agricultura.,thách thức,Biến đổi khí hậu đặt ra thách thức lớn cho nông nghiệp.,ความท้าทาย,การเปลี่ยนแปลงสภาพภูมิอากาศเป็นความท้าทายสำคัญต่อเกษตรกรรม,tantangan,Perubahan iklim menimbulkan tantangan besar bagi pertanian.
chapter,Read chapter five before the next lecture.,장,다음 강의 전에 5장을 읽어라.,章,次の講義の前に第五章を読みなさい。,章节,下次讲座前阅读第五章。,capítulo,Lee el capítulo cinco antes de la próxima clase.,chương,Hãy đọc chương năm trước buổi giảng tiếp theo.,บท,อ่านบทที่ห้าก่อนการบรรยายครั้งต่อไป,bab,Baca bab lima sebelum kuliah berikutnya.
circumstance,Under no circumstances should data be fabricated.,상황,어떤 상황에서도 데이터를 조작해서는 안 된다.,状況,いかなる状況でもデータを捏造してはならない。,情况,在任何情况下都不应伪造数据。,circunstancia,Bajo ninguna circunstancia se deben fabricar datos.,hoàn cảnh,Trong mọi hoàn cảnh đều không được bịa đặt dữ liệu.,สถานการณ์,ไม่ว่าสถานการณ์ใดก็ไม่ควรปลอมแปลงข้อมูล,keadaan,Dalam keadaan apa pun data tidak boleh dipalsukan.
civil,The course covers civil rights history.,시민의,이 과목은 시민권의 역사를 다룬다.,市民の,この授業は市民権の歴史を扱う。,公民的,这门课程涵盖公民权利历史。,civil,El curso cubre la historia de los derechos civiles.,dân sự,Khóa học đề cập lịch sử quyền dân sự.,พลเมือง,วิชานี้ครอบคลุมประวัติศาสตร์สิทธิพลเมือง,sipil,Mata kuliah ini mencakup sejarah hak-hak sipil.
clarify,The teacher clarified the assignment instructions.,명확히 하다,교사는 과제 지시사항을 명확히 했다.,明確にする,教師は課題の指示を明確にした。,澄清,老师澄清了作业说明。,aclarar,El profesor aclaró las instrucciones de la tarea.,làm rõ,Giáo viên đã làm rõ hướng dẫn bài tập.,ชี้แจง,ครูชี้แจงคำสั่งของงานที่มอบหมาย,mengklarifikasi,Guru mengklarifikasi instruksi tugas.
classic,Darwin's work is a classic in evolutionary biology.,고전적인,다윈의 저작은 진화 생물학의 고전이다.,古典的な,ダーウィンの著作は進化生物学の古典である。,经典的,达尔文的作品是进化生物学的经典。,clásico,La obra de Darwin es un clásico de la biología evolutiva.,kinh điển,Tác phẩm của Darwin là kinh điển trong sinh học tiến hóa.,คลาสสิก,ผลงานของดาร์วินเป็นงานคลาสสิกในชีววิทยาวิวัฒนาการ,klasik,Karya Darwin adalah klasik dalam biologi evolusi.
collapse,The bridge collapsed due to structural failure.,붕괴하다,다리는 구조적 결함으로 붕괴했다.,崩壊する,橋は構造的な欠陥により崩壊した。,倒塌,桥梁因结构故障倒塌。,colapsar,El puente colapsó debido a una falla estructural.,sụp đổ,Cây cầu sụp đổ do lỗi kết cấu.,พังทลาย,สะพานพังทลายเนื่องจากโครงสร้างล้มเหลว,runtuh,Jembatan runtuh karena kegagalan struktural.
colleague,She discussed the findings with her colleagues.,동료,그녀는 동료들과 결과를 논의했다.,同僚,彼女は同僚と調査結果について話し合った。,同事,她与同事讨论了研究结果。,colega,Ella discutió los hallazgos con sus colegas.,đồng nghiệp,Cô ấy thảo luận kết quả với đồng nghiệp.,เพื่อนร่วมงาน,เธอหารือผลการค้นพบกับเพื่อนร่วมงาน,rekan,Dia mendiskusikan temuan tersebut dengan rekan-rekannya.
commission,The government formed a commission to investigate.,위원회,정부는 조사를 위해 위원회를 구성했다.,委員会,政府は調査のために委員会を設立した。,委员会,政府成立了调查委员会。,comisión,El gobierno formó una comisión para investigar.,ủy ban,Chính phủ thành lập ủy ban để điều tra.,คณะกรรมการ,รัฐบาลจัดตั้งคณะกรรมการเพื่อสอบสวน,komisi,Pemerintah membentuk komisi untuk menyelidiki.
communicate,Scientists must communicate their findings clearly.,소통하다,과학자들은 연구 결과를 명확하게 소통해야 한다.,伝える,科学者は研究結果を明確に伝えなければならない。,沟通,科学家必须清楚地传达他们的发现。,comunicar,Los científicos deben comunicar sus hallazgos con claridad.,truyền đạt,Các nhà khoa học phải truyền đạt kết quả một cách rõ ràng.,สื่อสาร,นักวิทยาศาสตร์ต้องสื่อสารผลการค้นพบอย่างชัดเจน,mengomunikasikan,Ilmuwan harus mengomunikasikan temuan mereka dengan jelas.
community,The university serves the local community.,공동체,대학은 지역 공동체에 봉사한다.,コミュニティ,大学は地域コミュニティに奉仕する。,社区,大学为当地社区服务。,comunidad,La universidad sirve a la comunidad local.,cộng đồng,Trường đại học phục vụ cộng đồng địa phương.,ชุมชน,มหาวิทยาลัยให้บริการชุมชนท้องถิ่น,komunitas,Universitas melayani komunitas lokal.
compensate,The scholarship compensated for the tuition increase.,보상하다,장학금이 등록금 인상을 보상했다.,補償する,奨学金が授業料の値上げを補った。,补偿,奖学金补偿了学费的增加。,compensar,La beca compensó el aumento de la matrícula.,bù đắp,Học bổng đã bù đắp cho việc tăng học phí.,ชดเชย,ทุนการศึกษาชดเชยค่าเล่าเรียนที่เพิ่มขึ้น,mengompensasi,Beasiswa mengompensasi kenaikan biaya kuliah.
complex,The human brain is a complex organ.,복잡한,인간의 뇌는 복잡한 기관이다.,複雑な,人間の脳は複雑な器官である。,复杂的,人脑是一个复杂的器官。,complejo,El cerebro humano es un órgano complejo.,phức tạp,Não người là một cơ quan phức tạp.,ซับซ้อน,สมองมนุษย์เป็นอวัยวะที่ซับซ้อน,kompleks,Otak manusia adalah organ yang kompleks.
component,Each component of the system was tested separately.,구성 요소,시스템의 각 구성 요소는 개별적으로 테스트되었다.,構成要素,システムの各構成要素は個別にテストされた。,组件,系统的每个组件都经过单独测试。,componente,Cada componente del sistema fue probado por separado.,thành phần,Mỗi thành phần của hệ thống được kiểm tra riêng biệt.,ส่วนประกอบ,แต่ละส่วนประกอบของระบบถูกทดสอบแยกกัน,komponen,Setiap komponen sistem diuji secara terpisah.
concept,The concept of gravity was revolutionary.,개념,중력의 개념은 혁명적이었다.,概念,重力の概念は革命的だった。,概念,引力的概念是革命性的。,concepto,El concepto de gravedad fue revolucionario.,khái niệm,Khái niệm về trọng lực rất mang tính cách mạng.,แนวคิด,แนวคิดเรื่องแรงโน้มถ่วงเป็นสิ่งปฏิวัติ,konsep,Konsep gravitasi sangat revolusioner.
conclude,The researchers concluded that the treatment was effective.,결론짓다,연구자들은 그 치료가 효과적이라고 결론지었다.,結論づける,研究者たちは治療が効果的であると結論づけた。,得出结论,研究人员得出结论认为该治疗有效。,concluir,Los investigadores concluyeron que el tratamiento era eficaz.,kết luận,Các nhà nghiên cứu kết luận rằng phương pháp điều trị có hiệu quả.,สรุป,นักวิจัยสรุปว่าการรักษาได้ผล,menyimpulkan,Para peneliti menyimpulkan bahwa pengobatan tersebut efektif.
conduct,The lab conducted experiments on plant growth.,수행하다,연구실은 식물 성장에 관한 실험을 수행했다.,実施する,研究室は植物の成長に関する実験を実施した。,进行,实验室进行了植物生长实验。,realizar,El laboratorio realizó experimentos sobre el crecimiento de plantas.,tiến hành,Phòng thí nghiệm tiến hành thí nghiệm về sự phát triển của cây.,ดำเนินการ,ห้องปฏิบัติการดำเนินการทดลองเกี่ยวกับการเจริญเติบโตของพืช,melakukan,Lab melakukan eksperimen tentang pertumbuhan tanaman.
conference,She presented her paper at an international conference.,학회,그녀는 국제 학회에서 논문을 발표했다.,学会,彼女は国際学会で論文を発表した。,会议,她在国际会议上发表了论文。,conferencia,Ella presentó su artículo en una conferencia internacional.,hội nghị,Cô ấy trình bày bài báo tại hội nghị quốc tế.,การประชุม,เธอนำเสนอบทความในการประชุมระหว่างประเทศ,konferensi,Dia mempresentasikan makalahnya di konferensi internasional.
confirm,The second experiment confirmed the initial findings.,확인하다,두 번째 실험은 초기 결과를 확인했다.,確認する,二回目の実験が初期の発見を確認した。,证实,第二次实验证实了最初的发现。,confirmar,El segundo experimento confirmó los hallazgos iniciales.,xác nhận,Thí nghiệm thứ hai xác nhận các phát hiện ban đầu.,ยืนยัน,การทดลองครั้งที่สองยืนยันผลการค้นพบเบื้องต้น,mengonfirmasi,Eksperimen kedua mengonfirmasi temuan awal.
consequence,Deforestation has serious environmental consequences.,결과,삼림 벌채는 심각한 환경적 결과를 초래한다.,結果,森林伐採は深刻な環境への影響をもたらす。,后果,森林砍伐有严重的环境后果。,consecuencia,La deforestación tiene graves consecuencias ambientales.,hậu quả,Phá rừng có hậu quả nghiêm trọng đối với môi trường.,ผลที่ตามมา,การตัดไม้ทำลายป่ามีผลที่ตามมาด้านสิ่งแวดล้อมอย่างร้ายแรง,konsekuensi,Deforestasi memiliki konsekuensi lingkungan yang serius.
consist,The committee consists of twelve members.,구성되다,위원회는 12명의 위원으로 구성되어 있다.,構成される,委員会は12名のメンバーで構成されている。,由…组成,委员会由十二名成员组成。,consistir,El comité consiste en doce miembros.,bao gồm,Ủy ban bao gồm mười hai thành viên.,ประกอบด้วย,คณะกรรมการประกอบด้วยสมาชิกสิบสองคน,terdiri,Komite terdiri dari dua belas anggota.
constant,The temperature was kept constant during the experiment.,일정한,실험 동안 온도는 일정하게 유지되었다.,一定の,実験中温度は一定に保たれた。,恒定的,实验期间温度保持恒定。,constante,La temperatura se mantuvo constante durante el experimento.,không đổi,Nhiệt độ được giữ không đổi trong suốt thí nghiệm.,คงที่,อุณหภูมิถูกรักษาให้คงที่ตลอดการทดลอง,konstan,Suhu dijaga konstan selama eksperimen.
constitute,Women constitute 60 percent of the student body.,구성하다,여성이 학생 수의 60%를 구성한다.,構成する,女性が学生の60%を構成している。,构成,女性占学生总数的60%。,constituir,Las mujeres constituyen el 60 por ciento del alumnado.,chiếm,Phụ nữ chiếm 60 phần trăm sinh viên.,ประกอบเป็น,ผู้หญิงประกอบเป็นร้อยละ 60 ของนักศึกษา,merupakan,Perempuan merupakan 60 persen dari mahasiswa.
