english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
creditor,A detailed analysis of the creditor was included in the quarterly report.,채권자,채권자에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,債権者,債権者の詳細な分析が四半期報告書に含まれていました。,债权人,季度报告中包含了对债权人的详细分析。,acreedor,Un análisis detallado de la situación del acreedor fue incluido en el informe trimestral.,chủ nợ,Một phân tích chi tiết về chủ nợ đã được đưa vào báo cáo hàng quý.,เจ้าหนี้,การวิเคราะห์รายละเอียดของเจ้าหนี้ถูกรวมอยู่ในรายงานรายไตรมาส,kreditor,Analisis rinci tentang kreditur dimasukkan dalam laporan triwulanan.
criterion,The criterion plays a critical role in the company's long-term strategic planning.,기준,기준은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,基準,基準は会社の長期戦略計画において重要な役割を果たしています。,标准,标准在公司的长期战略规划中起着关键作用。,"criterio, parámetro",El criterio desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,tiêu chí,Tiêu chí đặc trưng cho quý tài chính được cho là do sự không chắc chắn về địa chính trị.,เกณฑ์,เกณฑ์ที่กำหนดลักษณะเฉพาะของไตรมาสทางการเงินมีสาเหตุมาจากความไม่แน่นอนทางภูมิรัฐศาสตร์,kriteria,Kriteria yang menjadi ciri kuartal fiskal dikaitkan dengan ketidakpastian geopolitik.
culminate,The team was instructed to culminate following the recent policy update.,정점에 달하다,팀은 최근 정책 업데이트에 따라 정점에 달하다도록 지시받았습니다.,最高潮に達する,チームは最近の方針変更に従い最高潮に達するよう指示されました。,达到顶点,团队被指示根据最近的政策更新达到顶点。,"culminar, alcanzar el punto máximo",Al equipo se le instruyó culminar el proyecto conforme a la reciente actualización de políticas.,lên tới đỉnh điểm,Công ty tư vấn được thuê để khắc phục tình trạng kém hiệu quả trong hoạt động ở tất cả các bộ phận.,สิ้นสุด,บริษัทที่ปรึกษาได้รับการว่าจ้างให้กำจัดความไร้ประสิทธิภาพในการปฏิบัติงานในทุกแผนก,mencapai puncaknya,Perusahaan konsultan dipekerjakan untuk mengatasi inefisiensi operasional di semua divisi.
cumulative,The cumulative was carefully reviewed by the senior management team.,누적의,누적의은/는 고위 경영진에 의해 신중히 검토되었습니다.,累積の,累積のは上級管理チームによって慎重に検討されました。,累积的,累积的经过高级管理团队的仔细审查。,"acumulativo, acumulado",El efecto acumulativo fue revisado cuidadosamente por el equipo de alta dirección.,tích lũy,Tác động tích lũy của việc giảm chi phí nhỏ rất đáng kể.,สะสม,ผลกระทบสะสมจากการลดต้นทุนเล็กน้อยมีนัยสำคัญ,kumulatif,Dampak kumulatif dari pengurangan biaya kecil sangat signifikan.
curtail,The CEO announced plans to curtail across all regional office locations.,줄이다,CEO는 모든 지역 사무소에 걸쳐 줄이다 계획을 발표했습니다.,削減する,CEOはすべての地域オフィスにわたって削減する計画を発表しました。,缩减,首席执行官宣布了在所有区域办事处缩减的计划。,"recortar, reducir",El CEO anunció planes para recortar gastos en todas las oficinas regionales.,cắt bớt,Các chương trình đào tạo đã được thiết kế lại để thu hẹp khoảng cách về kỹ năng được xác định trong đánh giá lực lượng lao động.,ลดทอน,โปรแกรมการฝึกอบรมได้รับการออกแบบใหม่เพื่อลดช่องว่างด้านทักษะที่ระบุในการประเมินกำลังคน,membatasi,Program pelatihan dirancang ulang untuk mengurangi kesenjangan keterampilan yang diidentifikasi dalam penilaian tenaga kerja.
customary,The report highlighted several customary factors affecting the quarterly results.,관례적인,보고서는 분기 실적에 영향을 미치는 여러 관례적인 요소를 강조했습니다.,慣例的な,報告書は四半期の業績に影響を与えるいくつかの慣例的な要因を強調しました。,惯例的,报告强调了影响季度业绩的几个惯例的因素。,"habitual, acostumbrado",El informe destacó varios factores habituales que afectan los resultados trimestrales.,phong tục,Báo cáo nhấn mạnh một số yếu tố thông thường ảnh hưởng đến kết quả hàng quý.,ตามธรรมเนียม,รายงานดังกล่าวเน้นย้ำถึงปัจจัยตามจารีตประเพณีหลายประการที่ส่งผลต่อผลประกอบการรายไตรมาส,biasa,Laporan tersebut menyoroti beberapa faktor umum yang mempengaruhi hasil kuartalan.
daunting,The report highlighted several daunting factors affecting the quarterly results.,위압적인,보고서는 분기 실적에 영향을 미치는 여러 위압적인 요소를 강조했습니다.,困難な,報告書は四半期の業績に影響を与えるいくつかの困難な要因を強調しました。,令人畏惧的,报告强调了影响季度业绩的几个令人畏惧的因素。,"intimidante, abrumador",El informe destacó varios factores intimidantes que afectan los resultados trimestrales.,làm nản lòng,Báo cáo nhấn mạnh một số yếu tố đáng lo ngại ảnh hưởng đến kết quả hàng quý.,น่ากลัว,รายงานดังกล่าวเน้นย้ำถึงปัจจัยที่น่ากังวลหลายประการที่ส่งผลต่อผลประกอบการรายไตรมาส,menakutkan,Laporan tersebut menyoroti beberapa faktor menakutkan yang mempengaruhi hasil kuartalan.
deadlock,The company's deadlock has been a topic of discussion at recent board meetings.,교착상태,회사의 교착상태이/가 최근 이사회에서 논의 주제가 되었습니다.,行き詰まり,会社の行き詰まりは最近の取締役会で議論のトピックとなっています。,僵局,公司的僵局已成为近期董事会会议的讨论话题。,"estancamiento, punto muerto",El estancamiento de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,sự bế tắc,Sự bế tắc của công ty đã trở thành chủ đề thảo luận tại các cuộc họp hội đồng quản trị gần đây.,การหยุดชะงัก,การหยุดชะงักของบริษัทเป็นหัวข้อถกเถียงในการประชุมคณะกรรมการครั้งล่าสุด,jalan buntu,Kebuntuan perusahaan telah menjadi topik diskusi pada rapat dewan baru-baru ini.
dealership,The dealership was carefully reviewed by the senior management team.,대리점,대리점은/는 고위 경영진에 의해 신중히 검토되었습니다.,販売代理店,販売代理店は上級管理チームによって慎重に検討されました。,经销商,经销商经过高级管理团队的仔细审查。,"concesionario, distribuidor",El concesionario fue revisado cuidadosamente por el equipo de alta dirección.,đại lý,Đại lý đã được đội ngũ quản lý cấp cao xem xét cẩn thận.,ตัวแทนจำหน่าย,ตัวแทนจำหน่ายได้รับการตรวจสอบอย่างรอบคอบโดยทีมผู้บริหารระดับสูง,dealer,Dealer tersebut ditinjau dengan cermat oleh tim manajemen senior.
debenture,Experts believe the debenture will significantly impact the industry going forward.,사채,전문가들은 사채이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,社債,専門家は社債が今後業界に大きな影響を与えると考えています。,债券,专家认为债券将对行业未来产生重大影响。,"obligación, bono corporativo",Los expertos creen que la emisión de bonos tendrá un impacto significativo en la industria en el futuro.,giấy nợ,Các chuyên gia tin rằng trái phiếu này sẽ tác động đáng kể đến ngành trong tương lai.,หุ้นกู้,ผู้เชี่ยวชาญเชื่อว่าหุ้นกู้จะส่งผลกระทบอย่างมีนัยสำคัญต่ออุตสาหกรรมในอนาคต,surat hutang,Para ahli yakin surat utang ini akan berdampak signifikan terhadap industri di masa depan.
debrief,The department needs to debrief to meet the upcoming project deadline.,보고받다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 보고받다야 합니다.,報告を受ける,部門は今後のプロジェクト期限に間に合うよう報告を受ける必要があります。,汇报,部门需要汇报以满足即将到来的项目截止日期。,"informar, hacer un resumen",El departamento necesita informar sobre los resultados para cumplir con el plazo del proyecto.,sự trình bày,Bộ phận cần phải thảo luận để đáp ứng thời hạn dự án sắp tới.,ซักถาม,แผนกจำเป็นต้องซักถามเพื่อให้ตรงตามกำหนดเวลาของโครงการที่กำลังจะมาถึง,tanya jawab,Departemen perlu melakukan pembekalan untuk memenuhi tenggat waktu proyek yang akan datang.
decentralize,Senior executives were asked to decentralize before the next quarterly review.,분권화하다,고위 임원들은 다음 분기 검토 전에 분권화하다도록 요청받았습니다.,分権化する,上級幹部は次の四半期レビューの前に分権化するよう求められました。,分散化,高管们被要求在下季度审查之前分散化。,descentralizar,A los altos ejecutivos se les pidió descentralizar las operaciones antes de la próxima revisión trimestral.,phân quyền,Các giám đốc điều hành cấp cao được yêu cầu phân quyền trước đợt đánh giá hàng quý tiếp theo.,กระจายอำนาจ,ผู้บริหารระดับสูงถูกขอให้กระจายอำนาจก่อนการทบทวนรายไตรมาสครั้งต่อไป,mendesentralisasikan,Para eksekutif senior diminta untuk melakukan desentralisasi sebelum tinjauan triwulanan berikutnya.
deem,The board voted to deem as part of the new corporate strategy.,간주하다,이사회는 새로운 기업 전략의 일환으로 간주하다기로 투표했습니다.,見なす,取締役会は新しい企業戦略の一環として見なすことを決議しました。,认为,董事会投票认为作为新企业战略的一部分。,"considerar, estimar",La junta votó considerar la propuesta como parte de la nueva estrategia corporativa.,coi là,Dự án được coi là khả thi sau khi nghiên cứu kỹ lưỡng.,ถือว่า,โครงการถือว่าเป็นไปได้หลังจากการศึกษาอย่างละเอียด,dianggap,Proyek dianggap layak setelah studi mendalam.
default,The default was carefully reviewed by the senior management team.,채무불이행,채무불이행은/는 고위 경영진에 의해 신중히 검토되었습니다.,債務不履行,債務不履行は上級管理チームによって慎重に検討されました。,违约,违约经过高级管理团队的仔细审查。,"incumplimiento, mora",El incumplimiento fue revisado cuidadosamente por el equipo de alta dirección.,mặc định; vỡ nợ,Người vay đã vỡ nợ khoản vay sau khi mất việc.,ค่าเริ่มต้น; ผิดนัดชำระ,ผู้กู้ผิดนัดชำระหนี้หลังจากตกงาน,gagal bayar; default,Peminjam gagal bayar pinjamannya setelah kehilangan pekerjaan.
defer,The department needs to defer to meet the upcoming project deadline.,연기하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 연기하다야 합니다.,延期する,部門は今後のプロジェクト期限に間に合うよう延期する必要があります。,推迟,部门需要推迟以满足即将到来的项目截止日期。,"diferir, aplazar",El departamento necesita aplazar la decisión para cumplir con el plazo del proyecto.,trì hoãn; hoãn lại,Hội đồng quyết định hoãn lại việc bỏ phiếu cho đến cuộc họp tiếp theo.,เลื่อน; ผัดผ่อน,คณะกรรมการตัดสินใจเลื่อนการลงคะแนนออกไปจนกว่าจะถึงการประชุมครั้งหน้า,menunda,Dewan memutuskan untuk menunda pemungutan suara hingga rapat berikutnya.
deficiency,The deficiency was carefully reviewed by the senior management team.,결핍,결핍은/는 고위 경영진에 의해 신중히 검토되었습니다.,不足,不足は上級管理チームによって慎重に検討されました。,缺陷,缺陷经过高级管理团队的仔细审查。,"deficiencia, carencia",La deficiencia fue revisada cuidadosamente por el equipo de alta dirección.,thiếu hụt,Thiếu hụt kỹ năng trong lực lượng lao động cần được giải quyết.,ข้อบกพร่อง,ข้อบกพร่องด้านทักษะในแรงงานต้องได้รับการแก้ไข,kekurangan,Kekurangan keterampilan dalam tenaga kerja perlu diatasi.
definitive,The manager described the situation as particularly definitive for the department.,최종적인,관리자는 상황이 부서에 특히 최종적인다고 설명했습니다.,決定的な,マネージャーは状況が部門にとって特に決定的なであると説明しました。,最终的,经理描述该情况对部门来说特别最终的。,"definitivo, concluyente",El gerente describió la situación como particularmente definitiva para el departamento.,dứt khoát,Người quản lý mô tả tình hình là đặc biệt dứt khoát đối với bộ phận này.,ขั้นสุดท้าย,ผู้จัดการอธิบายสถานการณ์นี้ว่าเป็นสิ่งที่ชัดเจนสำหรับแผนกโดยเฉพาะ,definitif,Manajer menggambarkan situasi ini sebagai sesuatu yang pasti bagi departemennya.
deflation,The deflation plays a critical role in the company's long-term strategic planning.,디플레이션,디플레이션은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,デフレーション,デフレーションは会社の長期戦略計画において重要な役割を果たしています。,通货紧缩,通货紧缩在公司的长期战略规划中起着关键作用。,deflación,La deflación desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,giảm phát,Giảm phát đóng một vai trò quan trọng trong kế hoạch chiến lược dài hạn của công ty.,ภาวะเงินฝืด,ภาวะเงินฝืดมีบทบาทสำคัญในการวางแผนเชิงกลยุทธ์ระยะยาวของบริษัท,deflasi,Deflasi memainkan peran penting dalam perencanaan strategis jangka panjang perusahaan.
defraud,Senior executives were asked to defraud before the next quarterly review.,사기치다,고위 임원들은 다음 분기 검토 전에 사기치다도록 요청받았습니다.,詐欺する,上級幹部は次の四半期レビューの前に詐欺するよう求められました。,诈骗,高管们被要求在下季度审查之前诈骗。,"defraudar, estafar",A los altos ejecutivos se les pidió investigar el intento de defraudar antes de la próxima revisión trimestral.,ăn gian,Các giám đốc điều hành cấp cao được yêu cầu lừa gạt trước đợt đánh giá hàng quý tiếp theo.,โกง,ผู้บริหารระดับสูงถูกขอให้ฉ้อโกงก่อนที่จะมีการตรวจสอบรายไตรมาสครั้งต่อไป,menipu,Eksekutif senior diminta untuk melakukan penipuan sebelum tinjauan triwulanan berikutnya.
delegate,A thorough review of the delegate revealed several areas for improvement.,대표자,대표자에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,代表者,代表者の徹底的なレビューにより、いくつかの改善点が明らかになりました。,代表,对代表的全面审查揭示了几个需要改进的领域。,"delegado, representante",Una revisión exhaustiva del rol del delegado reveló varias áreas de mejora.,ủy thác; đại biểu,Quản lý hiệu quả biết cách ủy thác nhiệm vụ cho thành viên nhóm.,มอบหมาย; ผู้แทน,ผู้จัดการที่มีประสิทธิภาพรู้วิธีมอบหมายงานให้สมาชิกในทีม,mendelegasikan; delegasi,Manajer yang efektif tahu cara mendelegasikan tugas kepada anggota tim.
deliberate,The deliberate results of the pilot program encouraged further investment.,고의적인,파일럿 프로그램의 고의적인 결과가 추가 투자를 촉진했습니다.,意図的な,パイロットプログラムの意図的な結果がさらなる投資を促進しました。,故意的,试点项目的故意的结果鼓励了进一步的投资。,"deliberado, intencionado",Los resultados deliberados del programa piloto alentaron una mayor inversión.,có chủ ý,Các tiêu chuẩn quản trị doanh nghiệp yêu cầu tất cả các cán bộ phải nhanh chóng cân nhắc các xung đột lợi ích.,โดยเจตนา,มาตรฐานการกำกับดูแลกิจการกำหนดให้เจ้าหน้าที่ทุกคนพิจารณาถึงความขัดแย้งทางผลประโยชน์โดยทันที,disengaja,Standar tata kelola perusahaan mengharuskan semua pejabat untuk segera mempertimbangkan konflik kepentingan.
delinquent,A detailed analysis of the delinquent was included in the quarterly report.,체납의,체납의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,滞納の,滞納のの詳細な分析が四半期報告書に含まれていました。,拖欠的,季度报告中包含了对拖欠的的详细分析。,"moroso, deudor",Un análisis detallado de la cuenta morosa fue incluido en el informe trimestral.,phạm pháp,Một phân tích chi tiết về khoản nợ quá hạn đã được đưa vào báo cáo hàng quý.,ค้างชำระ,การวิเคราะห์โดยละเอียดของผู้กระทำผิดถูกรวมไว้ในรายงานรายไตรมาส,nakal,Analisis rinci mengenai anak nakal dimasukkan dalam laporan triwulanan.
delusion,The delusion plays a critical role in the company's long-term strategic planning.,착각,착각은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,妄想,妄想は会社の長期戦略計画において重要な役割を果たしています。,错觉,错觉在公司的长期战略规划中起着关键作用。,"ilusión, engaño",La ilusión desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,ảo tưởng,Sự ảo tưởng đóng một vai trò quan trọng trong việc hoạch định chiến lược dài hạn của công ty.,ความเข้าใจผิด,ความเข้าใจผิดมีบทบาทสำคัญในการวางแผนเชิงกลยุทธ์ระยะยาวของบริษัท,khayalan,Khayalan memainkan peran penting dalam perencanaan strategis jangka panjang perusahaan.
demographics,The demographics was carefully reviewed by the senior management team.,인구통계,인구통계은/는 고위 경영진에 의해 신중히 검토되었습니다.,人口統計,人口統計は上級管理チームによって慎重に検討されました。,人口统计,人口统计经过高级管理团队的仔细审查。,"datos demográficos, estadísticas de población",Los datos demográficos fueron revisados cuidadosamente por el equipo de alta dirección.,nhân khẩu học,Nhân khẩu học đã được đội ngũ quản lý cấp cao xem xét cẩn thận.,ข้อมูลประชากร,ข้อมูลประชากรได้รับการตรวจสอบอย่างรอบคอบโดยทีมผู้บริหารระดับสูง,demografi,Demografi ditinjau secara cermat oleh tim manajemen senior.
demote,Management plans to demote the current operations to improve overall efficiency.,강등하다,경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 강등하다 계획입니다.,降格する,経営陣は全体的な効率を改善するために現在の業務を降格する計画です。,降级,管理层计划降级以提高整体运营效率。,"degradar, bajar de categoría",La dirección planea degradar ciertas operaciones actuales para mejorar la eficiencia general.,giáng chức,Ban quản lý có kế hoạch giảm bớt các hoạt động hiện tại để nâng cao hiệu quả tổng thể.,ลดระดับ,ฝ่ายบริหารมีแผนลดระดับการดำเนินงานปัจจุบันเพื่อปรับปรุงประสิทธิภาพโดยรวม,menurunkan,Manajemen berencana menurunkan operasi saat ini untuk meningkatkan efisiensi secara keseluruhan.
denominate,The committee recommended that the company denominate to reduce operational risks.,표시하다,위원회는 운영 위험을 줄이기 위해 회사가 표시하다도록 권고했습니다.,表示する,委員会は運営リスクを削減するために会社が表示することを推奨しました。,标价,委员会建议公司标价以降低运营风险。,"denominar, expresar en",El comité recomendó que la empresa denomine los contratos para reducir los riesgos operativos.,đặt tên,Ủy ban khuyến nghị công ty nên giảm thiểu rủi ro hoạt động.,นิกาย,คณะกรรมการเสนอแนะให้บริษัทตั้งกองทุนเพื่อลดความเสี่ยงในการปฏิบัติงาน,menamai,Komite merekomendasikan agar perusahaan melakukan denominasi untuk mengurangi risiko operasional.
denounce,Management plans to denounce the current operations to improve overall efficiency.,비난하다,경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 비난하다 계획입니다.,告発する,経営陣は全体的な効率を改善するために現在の業務を告発する計画です。,谴责,管理层计划谴责以提高整体运营效率。,"denunciar, criticar públicamente",La dirección planea denunciar ciertas prácticas en las operaciones actuales para mejorar la eficiencia general.,tố cáo,Ban quản lý có kế hoạch tố cáo các hoạt động hiện tại để nâng cao hiệu quả tổng thể.,ประณาม,ฝ่ายบริหารวางแผนที่จะประณามการดำเนินงานปัจจุบันเพื่อปรับปรุงประสิทธิภาพโดยรวม,mencela,Manajemen berencana menghentikan operasi yang ada saat ini untuk meningkatkan efisiensi secara keseluruhan.
deploy,Senior executives were asked to deploy before the next quarterly review.,배치하다,고위 임원들은 다음 분기 검토 전에 배치하다도록 요청받았습니다.,配置する,上級幹部は次の四半期レビューの前に配置するよう求められました。,部署,高管们被要求在下季度审查之前部署。,"desplegar, implementar",A los altos ejecutivos se les pidió desplegar los recursos antes de la próxima revisión trimestral.,triển khai,Công ty triển khai hệ thống ERP mới cho tất cả chi nhánh.,ปรับใช้,บริษัทปรับใช้ระบบ ERP ใหม่สำหรับทุกสาขา,menerapkan,Perusahaan menerapkan sistem ERP baru untuk semua cabang.
depreciate,The board voted to depreciate as part of the new corporate strategy.,감가상각하다,이사회는 새로운 기업 전략의 일환으로 감가상각하다기로 투표했습니다.,減価償却する,取締役会は新しい企業戦略の一環として減価償却することを決議しました。,折旧,董事会投票折旧作为新企业战略的一部分。,"depreciar, amortizar",La junta votó depreciar los activos como parte de la nueva estrategia corporativa.,khấu hao; giảm giá trị,Thiết bị văn phòng thường giảm giá trị trong năm năm.,เสื่อมราคา,อุปกรณ์สำนักงานมักเสื่อมราคาภายในห้าปี,terdepresiasi,Peralatan kantor biasanya terdepresiasi dalam lima tahun.
deprivation,Experts believe the deprivation will significantly impact the industry going forward.,박탈,전문가들은 박탈이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,剥奪,専門家は剥奪が今後業界に大きな影響を与えると考えています。,剥夺,专家认为剥夺将对行业未来产生重大影响。,"privación, carencia",Los expertos creen que la privación tendrá un impacto significativo en la industria en el futuro.,thiếu thốn,Các chuyên gia tin rằng sự thiếu hụt sẽ tác động đáng kể đến ngành trong tương lai.,การกีดกัน,ผู้เชี่ยวชาญเชื่อว่าการกีดกันดังกล่าวจะส่งผลกระทบอย่างมีนัยสำคัญต่ออุตสาหกรรมในอนาคต,perampasan,Para ahli percaya bahwa kekurangan ini akan berdampak signifikan pada industri di masa depan.
deregulate,The board voted to deregulate as part of the new corporate strategy.,규제를 철폐하다,이사회는 새로운 기업 전략의 일환으로 규제를 철폐하다기로 투표했습니다.,規制緩和する,取締役会は新しい企業戦略の一環として規制緩和することを決議しました。,放松管制,董事会投票放松管制作为新企业战略的一部分。,"desregular, liberalizar",La junta votó desregular el sector como parte de la nueva estrategia corporativa.,bãi bỏ quy định,Hội đồng quản trị đã bỏ phiếu bãi bỏ quy định như một phần của chiến lược công ty mới.,ยกเลิกกฎระเบียบ,คณะกรรมการลงมติให้ยกเลิกกฎระเบียบซึ่งเป็นส่วนหนึ่งของกลยุทธ์องค์กรใหม่,melakukan deregulasi,Dewan memilih untuk melakukan deregulasi sebagai bagian dari strategi perusahaan yang baru.
derivative,The derivative plays a critical role in the company's long-term strategic planning.,파생상품,파생상품은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,派生商品,派生商品は会社の長期戦略計画において重要な役割を果たしています。,衍生品,衍生品在公司的长期战略规划中起着关键作用。,"derivado, producto financiero derivado",El derivado financiero desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,phái sinh,Kiểm toán viên đã tìm thấy mô hình phái sinh trong báo cáo chi phí từ quý trước.,อนุพันธ์,ผู้สอบบัญชีพบรูปแบบอนุพันธ์ในรายงานค่าใช้จ่ายจากไตรมาสที่แล้ว,turunan,Auditor menemukan pola derivatif dalam laporan pengeluaran kuartal terakhir.
designate,The team was instructed to designate following the recent policy update.,지정하다,팀은 최근 정책 업데이트에 따라 지정하다도록 지시받았습니다.,指定する,チームは最近の方針変更に従い指定するよう指示されました。,指定,团队被指示根据最近的政策更新指定。,"designar, nombrar",Al equipo se le instruyó designar a los responsables conforme a la reciente actualización de políticas.,chỉ định,Công ty đã chỉ định quản lý mới cho dự án mở rộng.,กำหนด; แต่งตั้ง,บริษัทแต่งตั้งผู้จัดการคนใหม่สำหรับโครงการขยายธุรกิจ,menunjuk,Perusahaan menunjuk manajer baru untuk proyek ekspansi.
desolate,The project outcomes were more desolate than anyone had initially expected.,황폐한,프로젝트 결과는 누구보다도 더 황폐한 것으로 나타났습니다.,荒廃した,プロジェクトの成果は誰もが当初予想したよりも荒廃したものでした。,荒凉的,项目成果比任何人最初预期的都更加荒凉的。,"desolado, yermo",Los resultados del proyecto fueron más desoladores de lo que nadie había previsto inicialmente.,hoang vắng,Kết quả của dự án còn tồi tệ hơn những gì mọi người mong đợi ban đầu.,รกร้าง,ผลลัพธ์ของโครงการดูรกร้างเกินกว่าที่ใครจะคาดคิดไว้ในตอนแรก,terpencil,Hasil dari proyek ini ternyata lebih buruk dari perkiraan siapa pun.
deteriorate,The committee recommended that the company deteriorate to reduce operational risks.,악화하다,위원회는 운영 위험을 줄이기 위해 회사가 악화하다도록 권고했습니다.,悪化する,委員会は運営リスクを削減するために会社が悪化することを推奨しました。,恶化,委员会建议公司恶化以降低运营风险。,"deteriorarse, empeorar",El comité recomendó que la empresa tomara medidas antes de que la situación se deteriore más.,xấu đi,Điều kiện thị trường xấu đi trong quý vừa qua.,เสื่อมลง,สภาพตลาดเสื่อมลงในไตรมาสที่ผ่านมา,memburuk,Kondisi pasar memburuk pada kuartal terakhir.
detrimental,Maintaining a detrimental standard is essential for the company's brand reputation.,해로운,해로운 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.,有害な,有害な基準を維持することは会社のブランドの評判に不可欠です。,有害的,维持有害的标准对公司的品牌声誉至关重要。,"perjudicial, dañino",Mantener un estándar perjudicial es esencial para la reputación de la marca de la empresa.,có hại,Duy trì một tiêu chuẩn bất lợi là điều cần thiết cho danh tiếng thương hiệu của công ty.,เป็นอันตราย,การรักษามาตรฐานที่เป็นอันตรายถือเป็นสิ่งสำคัญสำหรับชื่อเสียงของแบรนด์บริษัท,merugikan,Mempertahankan standar yang merugikan sangat penting bagi reputasi merek perusahaan.
deviation,A thorough review of the deviation revealed several areas for improvement.,편차,편차에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,偏差,偏差の徹底的なレビューにより、いくつかの改善点が明らかになりました。,偏差,对偏差的全面审查揭示了几个需要改进的领域。,"desviación, diferencia",Una revisión exhaustiva de la desviación reveló varias áreas de mejora.,sự lệch lạc,Việc xem xét kỹ lưỡng về sai lệch đã cho thấy một số lĩnh vực cần cải thiện.,ส่วนเบี่ยงเบน,การตรวจสอบความเบี่ยงเบนอย่างละเอียดเผยให้เห็นประเด็นที่ต้องปรับปรุงหลายประการ,deviasi,Tinjauan menyeluruh terhadap penyimpangan tersebut mengungkapkan beberapa hal yang perlu diperbaiki.
devise,The committee recommended that the company devise to reduce operational risks.,고안하다,위원회는 운영 위험을 줄이기 위해 회사가 고안하다도록 권고했습니다.,考案する,委員会は運営リスクを削減するために会社が考案することを推奨しました。,设计,委员会建议公司设计以降低运营风险。,"idear, diseñar",El comité recomendó que la empresa idee nuevas estrategias para reducir los riesgos operativos.,nghĩ ra,Đội ngũ nghĩ ra chiến lược mới để tăng thị phần.,คิดค้น,ทีมคิดค้นกลยุทธ์ใหม่เพื่อเพิ่มส่วนแบ่งตลาด,merancang,Tim merancang strategi baru untuk meningkatkan pangsa pasar.
diagnose,It is essential to diagnose in order to maintain our competitive advantage.,진단하다,경쟁 우위를 유지하기 위해 진단하다는 것이 필수적입니다.,診断する,競争優位を維持するために診断することが不可欠です。,诊断,为了保持竞争优势，诊断是至关重要的。,diagnosticar,Es esencial diagnosticar los problemas para mantener nuestra ventaja competitiva.,chẩn đoán,Kỹ thuật viên chẩn đoán sự cố trong hệ thống sản xuất.,วินิจฉัย,ช่างเทคนิควินิจฉัยปัญหาในระบบการผลิต,mendiagnosis,Teknisi mendiagnosis masalah dalam sistem produksi.
dictate,Stakeholders expect the organization to dictate within the next fiscal year.,지시하다,이해관계자들은 조직이 다음 회계연도 내에 지시하다기를 기대합니다.,指示する,利害関係者は組織が次の会計年度内に指示することを期待しています。,指令,利益相关者期望组织在下一财政年度内指令。,"dictar, ordenar",Los interesados esperan que la organización dicte nuevas políticas en el próximo año fiscal.,ra lệnh,Các bên liên quan mong đợi tổ chức sẽ đưa ra quyết định trong năm tài chính tiếp theo.,กำหนด,ผู้มีส่วนได้ส่วนเสียคาดหวังว่าองค์กรจะกำหนดภายในปีงบประมาณหน้า,mendikte,Para pemangku kepentingan mengharapkan organisasi untuk mendikte kebijakan tersebut pada tahun fiskal berikutnya.
differentiate,It is essential to differentiate in order to maintain our competitive advantage.,차별화하다,경쟁 우위를 유지하기 위해 차별화하다는 것이 필수적입니다.,差別化する,競争優位を維持するために差別化することが不可欠です。,区分,为了保持竞争优势，区分是至关重要的。,"diferenciar, distinguir",Es esencial diferenciarse para mantener nuestra ventaja competitiva.,phân biệt,Điều cần thiết là phải tạo ra sự khác biệt để duy trì lợi thế cạnh tranh của chúng ta.,แตกต่าง,การสร้างความแตกต่างเป็นสิ่งสำคัญเพื่อรักษาความได้เปรียบทางการแข่งขันของเรา,membedakan,Pentingnya melakukan diferensiasi untuk mempertahankan keunggulan kompetitif kita.
diligence,Experts believe the diligence will significantly impact the industry going forward.,근면,전문가들은 근면이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,勤勉,専門家は勤勉が今後業界に大きな影響を与えると考えています。,勤勉,专家认为勤勉将对行业未来产生重大影响。,"diligencia, esmero",Los expertos creen que la diligencia tendrá un impacto significativo en la industria en el futuro.,siêng năng,Các chuyên gia tin rằng sự siêng năng sẽ tác động đáng kể đến ngành trong tương lai.,ความขยันหมั่นเพียร,ผู้เชี่ยวชาญเชื่อว่าความขยันหมั่นเพียรนี้จะส่งผลกระทบอย่างมีนัยสำคัญต่ออุตสาหกรรมในอนาคต,ketekunan,Para ahli yakin ketekunan ini akan berdampak signifikan pada industri di masa depan.
