english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
complementary,"The two theories offer complementary perspectives on the issue.",보완적인,"두 이론은 이 문제에 대해 보완적인 관점을 제공한다.",補完的な,"二つの理論はこの問題について補完的な視点を提供する。",互补的,"这两种理论对该问题提供了互补的视角。",complementario,"Las dos teorías ofrecen perspectivas complementarias sobre el tema.",bổ sung,"Hai lý thuyết cung cấp những quan điểm bổ sung về vấn đề này.",เสริมกัน,"ทั้งสองทฤษฎีให้มุมมองที่เสริมกันในประเด็นนี้",saling melengkapi,"Kedua teori tersebut menawarkan perspektif yang saling melengkapi tentang masalah ini."
convergence,"There is a convergence of opinion among leading researchers.",수렴,"주요 연구자들 사이에 의견의 수렴이 있다.",収束,"主要研究者の間で意見の収束が見られる。",趋同,"主要研究人员之间存在意见趋同。",convergencia,"Hay una convergencia de opinión entre los investigadores principales.",sự hội tụ,"Có sự hội tụ quan điểm giữa các nhà nghiên cứu hàng đầu.",การบรรจบกัน,"มีการบรรจบกันของความคิดเห็นในหมู่นักวิจัยชั้นนำ",konvergensi,"Ada konvergensi pendapat di antara para peneliti terkemuka."
counterpart,"The minister met with her foreign counterpart.",상대방,"장관은 외국의 상대방을 만났다.",相手方,"大臣は外国の相手方と会談した。",对应的人,"部长会见了外国对应的人。",homólogo,"La ministra se reunió con su homóloga extranjera.",người tương nhiệm,"Bộ trưởng đã gặp người tương nhiệm nước ngoài.",คู่เทียบ,"รัฐมนตรีพบกับคู่เทียบจากต่างประเทศ",mitra,"Menteri bertemu dengan mitra asingnya."
cumulative,"The cumulative effect of stress can damage health.",누적의,"스트레스의 누적 효과는 건강을 해칠 수 있다.",累積的な,"ストレスの累積的な影響は健康を損なう可能性がある。",累积的,"压力的累积效应可能损害健康。",acumulativo,"El efecto acumulativo del estrés puede dañar la salud.",tích lũy,"Tác động tích lũy của căng thẳng có thể gây hại cho sức khỏe.",สะสม,"ผลสะสมของความเครียดอาจทำลายสุขภาพ",kumulatif,"Efek kumulatif dari stres dapat merusak kesehatan."
deficiency,"A vitamin deficiency can lead to serious illness.",결핍,"비타민 결핍은 심각한 질병을 유발할 수 있다.",欠乏,"ビタミン欠乏は深刻な病気につながる可能性がある。",缺乏,"维生素缺乏可能导致严重疾病。",deficiencia,"Una deficiencia de vitaminas puede provocar enfermedades graves.",sự thiếu hụt,"Sự thiếu hụt vitamin có thể dẫn đến bệnh nghiêm trọng.",ภาวะขาด,"ภาวะขาดวิตามินอาจนำไปสู่โรคร้ายแรง",kekurangan,"Kekurangan vitamin dapat menyebabkan penyakit serius."
demographic,"Demographic changes are reshaping the labor market.",인구 통계학적,"인구 통계학적 변화가 노동 시장을 재편하고 있다.",人口統計の,"人口統計の変化が労働市場を再形成している。",人口统计的,"人口统计变化正在重塑劳动力市场。",demográfico,"Los cambios demográficos están transformando el mercado laboral.",nhân khẩu học,"Những thay đổi nhân khẩu học đang định hình lại thị trường lao động.",ประชากรศาสตร์,"การเปลี่ยนแปลงทางประชากรศาสตร์กำลังเปลี่ยนแปลงตลาดแรงงาน",demografis,"Perubahan demografis sedang membentuk ulang pasar tenaga kerja."
diminish,"The importance of this discovery should not diminish over time.",줄어들다,"이 발견의 중요성은 시간이 지나도 줄어들지 않아야 한다.",減少する,"この発見の重要性は時間とともに減少すべきではない。",减少,"这一发现的重要性不应随时间减少。",disminuir,"La importancia de este descubrimiento no debería disminuir con el tiempo.",giảm bớt,"Tầm quan trọng của khám phá này không nên giảm bớt theo thời gian.",ลดลง,"ความสำคัญของการค้นพบนี้ไม่ควรลดลงตามกาลเวลา",berkurang,"Pentingnya penemuan ini tidak seharusnya berkurang seiring waktu."
discrepancy,"There is a discrepancy between the two sets of data.",불일치,"두 데이터 세트 사이에 불일치가 있다.",不一致,"二つのデータセットの間に不一致がある。",差异,"两组数据之间存在差异。",discrepancia,"Hay una discrepancia entre los dos conjuntos de datos.",sự khác biệt,"Có sự khác biệt giữa hai bộ dữ liệu.",ความคลาดเคลื่อน,"มีความคลาดเคลื่อนระหว่างข้อมูลสองชุด",ketidaksesuaian,"Ada ketidaksesuaian antara dua set data tersebut."
disposition,"Her cheerful disposition made her popular among colleagues.",성향,"그녀의 밝은 성향이 동료들 사이에서 인기를 끌었다.",性質,"彼女の明るい性質が同僚の間で人気を集めた。",性情,"她开朗的性情使她在同事中很受欢迎。",disposición,"Su disposición alegre la hizo popular entre sus colegas.",tính khí,"Tính khí vui vẻ của cô ấy khiến cô được đồng nghiệp yêu mến.",อุปนิสัย,"อุปนิสัยร่าเริงของเธอทำให้เธอเป็นที่นิยมในหมู่เพื่อนร่วมงาน",watak,"Wataknya yang ceria membuatnya populer di antara rekan kerja."
distortion,"Media distortion of facts can mislead the public.",왜곡,"미디어의 사실 왜곡은 대중을 오도할 수 있다.",歪曲,"メディアによる事実の歪曲は市民を誤解させる可能性がある。",扭曲,"媒体对事实的扭曲可能误导公众。",distorsión,"La distorsión mediática de los hechos puede engañar al público.",sự bóp méo,"Sự bóp méo sự thật của truyền thông có thể gây nhầm lẫn cho công chúng.",การบิดเบือน,"การบิดเบือนข้อเท็จจริงโดยสื่อสามารถทำให้สาธารณชนเข้าใจผิด",distorsi,"Distorsi fakta oleh media dapat menyesatkan publik."
equivalence,"The equivalence of the two qualifications is widely recognized.",동등성,"두 자격의 동등성은 널리 인정된다.",等価性,"二つの資格の等価性は広く認められている。",等价,"两种资格的等价性被广泛认可。",equivalencia,"La equivalencia de las dos cualificaciones es ampliamente reconocida.",sự tương đương,"Sự tương đương của hai bằng cấp được công nhận rộng rãi.",ความเท่าเทียม,"ความเท่าเทียมของคุณวุฒิทั้งสองได้รับการยอมรับอย่างกว้างขวาง",kesetaraan,"Kesetaraan kedua kualifikasi tersebut diakui secara luas."
erosion,"Coastal erosion threatens many seaside communities.",침식,"해안 침식이 많은 해안 지역 사회를 위협한다.",浸食,"海岸浸食が多くの沿岸地域社会を脅かしている。",侵蚀,"海岸侵蚀威胁着许多沿海社区。",erosión,"La erosión costera amenaza a muchas comunidades costeras.",sự xói mòn,"Sự xói mòn bờ biển đe dọa nhiều cộng đồng ven biển.",การกัดเซาะ,"การกัดเซาะชายฝั่งคุกคามชุมชนริมทะเลจำนวนมาก",erosi,"Erosi pantai mengancam banyak komunitas pesisir."
excerpt,"The professor read an excerpt from a published journal.",발췌,"교수는 출판된 학술지에서 발췌문을 읽었다.",抜粋,"教授は出版された学術誌から抜粋を読んだ。",摘录,"教授朗读了已发表期刊的一段摘录。",extracto,"El profesor leyó un extracto de una revista publicada.",đoạn trích,"Giáo sư đã đọc một đoạn trích từ tạp chí đã xuất bản.",ข้อความที่คัดมา,"อาจารย์อ่านข้อความที่คัดมาจากวารสารที่ตีพิมพ์",kutipan,"Profesor membacakan kutipan dari jurnal yang diterbitkan."
exploitation,"The exploitation of natural resources must be regulated.",착취,"천연 자원의 착취는 규제되어야 한다.",搾取,"天然資源の搾取は規制されなければならない。",开发,"自然资源的开发必须受到监管。",explotación,"La explotación de los recursos naturales debe ser regulada.",sự khai thác,"Sự khai thác tài nguyên thiên nhiên phải được quản lý.",การแสวงหาผลประโยชน์,"การแสวงหาผลประโยชน์จากทรัพยากรธรรมชาติต้องได้รับการควบคุม",eksploitasi,"Eksploitasi sumber daya alam harus diatur."
formulation,"The formulation of the new policy took several months.",공식화,"새 정책의 공식화는 수개월이 걸렸다.",策定,"新しい政策の策定には数か月かかった。",制定,"新政策的制定花了几个月。",formulación,"La formulación de la nueva política tomó varios meses.",sự xây dựng,"Sự xây dựng chính sách mới mất vài tháng.",การกำหนด,"การกำหนดนโยบายใหม่ใช้เวลาหลายเดือน",perumusan,"Perumusan kebijakan baru memakan waktu beberapa bulan."
hierarchy,"Understanding the corporate hierarchy is essential for new employees.",계층 구조,"기업 계층 구조를 이해하는 것은 신입 사원에게 필수적이다.",階層,"企業の階層を理解することは新入社員にとって不可欠である。",等级制度,"了解公司等级制度对新员工至关重要。",jerarquía,"Comprender la jerarquía corporativa es esencial para los nuevos empleados.",hệ thống cấp bậc,"Hiểu hệ thống cấp bậc công ty là điều cần thiết cho nhân viên mới.",ลำดับชั้น,"การเข้าใจลำดับชั้นขององค์กรเป็นสิ่งจำเป็นสำหรับพนักงานใหม่",hierarki,"Memahami hierarki perusahaan sangat penting bagi karyawan baru."
ideology,"Political ideology shapes government policies significantly.",이념,"정치 이념은 정부 정책에 크게 영향을 미친다.",イデオロギー,"政治イデオロギーは政府の政策に大きな影響を与える。",意识形态,"政治意识形态极大地影响着政府政策。",ideología,"La ideología política moldea significativamente las políticas gubernamentales.",hệ tư tưởng,"Hệ tư tưởng chính trị định hình đáng kể các chính sách của chính phủ.",อุดมการณ์,"อุดมการณ์ทางการเมืองกำหนดนโยบายของรัฐบาลอย่างมีนัยสำคัญ",ideologi,"Ideologi politik membentuk kebijakan pemerintah secara signifikan."
impediment,"Lack of funding is a major impediment to research.",장애물,"자금 부족은 연구에 대한 주요 장애물이다.",障害,"資金不足は研究にとって主要な障害である。",障碍,"资金不足是研究的主要障碍。",impedimento,"La falta de financiación es un gran impedimento para la investigación.",trở ngại,"Thiếu kinh phí là trở ngại lớn đối với nghiên cứu.",อุปสรรค,"การขาดเงินทุนเป็นอุปสรรคสำคัญต่อการวิจัย",hambatan,"Kurangnya pendanaan merupakan hambatan utama untuk penelitian."
incidence,"The incidence of diabetes has risen sharply.",발생률,"당뇨병 발생률이 급격히 증가했다.",発生率,"糖尿病の発生率が急激に上昇した。",发生率,"糖尿病的发生率急剧上升。",incidencia,"La incidencia de la diabetes ha aumentado drásticamente.",tỷ lệ mắc,"Tỷ lệ mắc bệnh tiểu đường đã tăng mạnh.",อัตราการเกิด,"อัตราการเกิดโรคเบาหวานเพิ่มขึ้นอย่างรวดเร็ว",insiden,"Insiden diabetes telah meningkat tajam."
compartmentalize,"People often compartmentalize work and personal life.",구분하다,"사람들은 종종 업무와 개인 생활을 구분한다.",区分する,"人々は仕事と私生活を区分することが多い。",划分,"人们经常把工作和个人生活划分开来。",compartimentar,"La gente a menudo compartimenta el trabajo y la vida personal.",phân chia,"Mọi người thường phân chia công việc và cuộc sống cá nhân.",แบ่งส่วน,"ผู้คนมักแบ่งส่วนระหว่างงานกับชีวิตส่วนตัว",memisahkan,"Orang sering memisahkan pekerjaan dan kehidupan pribadi."
unprecedented,"The pandemic caused unprecedented disruption to education.",전례 없는,"팬데믹은 교육에 전례 없는 혼란을 일으켰다.",前例のない,"パンデミックは教育に前例のない混乱を引き起こした。",史无前例的,"疫情对教育造成了史无前例的破坏。",sin precedentes,"La pandemia causó una interrupción sin precedentes en la educación.",chưa từng có,"Đại dịch gây ra sự gián đoạn chưa từng có đối với giáo dục.",ไม่เคยมีมาก่อน,"การระบาดใหญ่ทำให้เกิดการหยุดชะงักทางการศึกษาที่ไม่เคยมีมาก่อน",belum pernah terjadi,"Pandemi menyebabkan gangguan pendidikan yang belum pernah terjadi."
fluctuate,"Oil prices tend to fluctuate according to global demand.",변동하다,"유가는 글로벌 수요에 따라 변동하는 경향이 있다.",変動する,"原油価格は世界的な需要に応じて変動する傾向がある。",波动,"油价往往随全球需求波动。",fluctuar,"Los precios del petróleo tienden a fluctuar según la demanda global.",dao động,"Giá dầu có xu hướng dao động theo nhu cầu toàn cầu.",ผันผวน,"ราคาน้ำมันมีแนวโน้มผันผวนตามอุปสงค์ของโลก",berfluktuasi,"Harga minyak cenderung berfluktuasi sesuai permintaan global."
inherent,"There are inherent risks in any investment strategy.",내재된,"어떤 투자 전략에도 내재된 위험이 있다.",固有の,"どんな投資戦略にも固有のリスクがある。",固有的,"任何投资策略都存在固有风险。",inherente,"Hay riesgos inherentes en cualquier estrategia de inversión.",vốn có,"Có những rủi ro vốn có trong bất kỳ chiến lược đầu tư nào.",โดยธรรมชาติ,"มีความเสี่ยงโดยธรรมชาติในทุกกลยุทธ์การลงทุน",melekat,"Ada risiko yang melekat dalam setiap strategi investasi."
paradigm,"The discovery led to a paradigm shift in biology.",패러다임,"그 발견은 생물학에서 패러다임 전환을 이끌었다.",パラダイム,"その発見は生物学におけるパラダイムシフトをもたらした。",范式,"这一发现导致了生物学的范式转变。",paradigma,"El descubrimiento provocó un cambio de paradigma en la biología.",mô hình,"Phát hiện này đã dẫn đến sự thay đổi mô hình trong sinh học.",กระบวนทัศน์,"การค้นพบนี้นำไปสู่การเปลี่ยนกระบวนทัศน์ในชีววิทยา",paradigma,"Penemuan tersebut menyebabkan pergeseran paradigma dalam biologi."
offset,"Renewable energy can offset carbon emissions from industry.",상쇄하다,"재생 에너지는 산업의 탄소 배출을 상쇄할 수 있다.",相殺する,"再生可能エネルギーは産業からの炭素排出を相殺できる。",抵消,"可再生能源可以抵消工业碳排放。",compensar,"La energía renovable puede compensar las emisiones de carbono de la industria.",bù đắp,"Năng lượng tái tạo có thể bù đắp lượng khí thải carbon từ công nghiệp.",ชดเชย,"พลังงานหมุนเวียนสามารถชดเชยการปล่อยคาร์บอนจากอุตสาหกรรม",mengimbangi,"Energi terbarukan dapat mengimbangi emisi karbon dari industri."
analogous,"The human brain is often considered analogous to a computer.",유사한,"인간의 뇌는 종종 컴퓨터에 유사한 것으로 간주된다.",類似の,"人間の脳はしばしばコンピュータに類似したものと見なされる。",类似的,"人脑通常被认为与计算机类似。",análogo,"El cerebro humano a menudo se considera análogo a una computadora.",tương tự,"Não người thường được coi là tương tự với máy tính.",คล้ายคลึง,"สมองมนุษย์มักถูกมองว่าคล้ายคลึงกับคอมพิวเตอร์",analog,"Otak manusia sering dianggap analog dengan komputer."
forthcoming,"The forthcoming report will address climate change policies.",다가오는,"다가오는 보고서는 기후 변화 정책을 다룰 것이다.",近刊の,"近刊の報告書は気候変動政策に取り組む予定である。",即将发布的,"即将发布的报告将涉及气候变化政策。",próximo,"El próximo informe abordará las políticas de cambio climático.",sắp tới,"Báo cáo sắp tới sẽ đề cập đến các chính sách biến đổi khí hậu.",ที่กำลังจะมาถึง,"รายงานที่กำลังจะมาถึงจะกล่าวถึงนโยบายการเปลี่ยนแปลงสภาพภูมิอากาศ",yang akan datang,"Laporan yang akan datang akan membahas kebijakan perubahan iklim."
notwithstanding,"Notwithstanding the difficulties they achieved their goals.",그럼에도 불구하고,"어려움에도 불구하고 그들은 목표를 달성했다.",にもかかわらず,"困難にもかかわらず彼らは目標を達成した。",尽管,"尽管困难重重他们还是实现了目标。",no obstante,"No obstante las dificultades lograron sus objetivos.",bất chấp,"Bất chấp những khó khăn họ đã đạt được mục tiêu.",ทั้งๆ ที่,"ทั้งๆ ที่มีอุปสรรค พวกเขาก็บรรลุเป้าหมาย",meskipun demikian,"Meskipun demikian kesulitannya mereka mencapai tujuan mereka."
nonetheless,"The results were unexpected; nonetheless they were valid.",그럼에도 불구하고,"결과는 예상 밖이었지만 그럼에도 불구하고 유효했다.",それにもかかわらず,"結果は予想外だったがそれにもかかわらず有効であった。",尽管如此,"结果出乎意料；尽管如此它们是有效的。",no obstante,"Los resultados fueron inesperados; no obstante fueron válidos.",tuy nhiên,"Kết quả thật bất ngờ; tuy nhiên chúng vẫn có giá trị.",อย่างไรก็ตาม,"ผลลัพธ์ไม่คาดคิด อย่างไรก็ตามก็ยังถูกต้อง",namun demikian,"Hasilnya tidak terduga; namun demikian tetap valid."
whereby,"They introduced a system whereby students can choose courses freely.",그에 따라,"학생들이 자유롭게 과목을 선택할 수 있는 시스템을 도입했다.",それにより,"学生が自由にコースを選べるシステムを導入した。",据此,"他们引入了一个据此学生可以自由选课的系统。",por el cual,"Introdujeron un sistema por el cual los estudiados pueden elegir cursos libremente.",theo đó,"Họ giới thiệu một hệ thống theo đó sinh viên có thể chọn khóa học tự do.",ซึ่งทำให้,"พวกเขาเปิดตัวระบบซึ่งทำให้นักศึกษาเลือกวิชาได้อย่างอิสระ",dimana,"Mereka memperkenalkan sistem dimana siswa dapat memilih kursus dengan bebas."
albeit,"The plan was approved albeit with some reservations.",비록 ~이긴 하지만,"그 계획은 일부 유보 조건이 있긴 하지만 승인되었다.",とはいえ,"その計画はいくつかの留保付きとはいえ承認された。",尽管,"该计划虽有一些保留意见但仍获得批准。",aunque,"El plan fue aprobado aunque con algunas reservas.",mặc dù,"Kế hoạch đã được phê duyệt mặc dù có một số bảo lưu.",แม้ว่า,"แผนได้รับการอนุมัติแม้ว่าจะมีข้อสงวนบ้าง",meskipun,"Rencana itu disetujui meskipun dengan beberapa keberatan."
capitalize,"Entrepreneurs must capitalize on emerging market trends.",활용하다,"기업가들은 신흥 시장 동향을 활용해야 한다.",活用する,"起業家は新興市場のトレンドを活用しなければならない。",利用,"企业家必须利用新兴市场趋势。",capitalizar,"Los emprendedores deben capitalizar las tendencias emergentes del mercado.",tận dụng,"Các doanh nhân phải tận dụng xu hướng thị trường mới nổi.",ใช้ประโยชน์,"ผู้ประกอบการต้องใช้ประโยชน์จากแนวโน้มตลาดที่เกิดขึ้นใหม่",memanfaatkan,"Pengusaha harus memanfaatkan tren pasar yang sedang berkembang."
cardinal,"Access to clean water is a cardinal principle of public health.",기본적인,"깨끗한 물에 대한 접근은 공중 보건의 기본적인 원칙이다.",基本的な,"清潔な水へのアクセスは公衆衛生の基本的な原則である。",基本的,"获得清洁水是公共卫生的基本原则。",cardinal,"El acceso al agua limpia es un principio cardinal de la salud pública.",chủ yếu,"Tiếp cận nước sạch là nguyên tắc chủ yếu của y tế công cộng.",สำคัญยิ่ง,"การเข้าถึงน้ำสะอาดเป็นหลักการสำคัญยิ่งของสาธารณสุข",utama,"Akses terhadap air bersih adalah prinsip utama kesehatan masyarakat."
cascade,"Policy failures can cascade into broader social problems.",연쇄적으로 발생하다,"정책 실패는 더 넓은 사회 문제로 연쇄적으로 발생할 수 있다.",連鎖する,"政策の失敗はより広い社会問題に連鎖する可能性がある。",连锁反应,"政策失败可能会连锁反应成更广泛的社会问题。",producirse en cascada,"Los fracasos políticos pueden producirse en cascada en problemas sociales más amplios.",lan truyền,"Thất bại chính sách có thể lan truyền thành các vấn đề xã hội rộng hơn.",ลุกลาม,"ความล้มเหลวของนโยบายสามารถลุกลามเป็นปัญหาสังคมที่กว้างขึ้น",menjalar,"Kegagalan kebijakan dapat menjalar menjadi masalah sosial yang lebih luas."
causal,"Establishing a causal relationship between variables requires rigorous testing.",인과적인,"변수 간의 인과적인 관계를 확립하려면 엄격한 검증이 필요하다.",因果的な,"変数間の因果的な関係を確立するには厳密な検証が必要である。",因果的,"建立变量之间的因果关系需要严格的测试。",causal,"Establecer una relación causal entre variables requiere pruebas rigurosas.",nhân quả,"Thiết lập mối quan hệ nhân quả giữa các biến đòi hỏi kiểm tra nghiêm ngặt.",เชิงสาเหตุ,"การสร้างความสัมพันธ์เชิงสาเหตุระหว่างตัวแปรต้องมีการทดสอบอย่างเข้มงวด",kausal,"Membangun hubungan kausal antara variabel memerlukan pengujian yang ketat."
cautious,"Investors remain cautious amid global economic uncertainty.",신중한,"투자자들은 세계 경제 불확실성 속에서 신중한 태도를 유지하고 있다.",慎重な,"投資家は世界経済の不確実性の中で慎重な姿勢を維持している。",谨慎的,"投资者在全球经济不确定性中保持谨慎。",cauteloso,"Los inversores se mantienen cautelosos ante la incertidumbre económica global.",thận trọng,"Các nhà đầu tư vẫn thận trọng giữa sự bất ổn kinh tế toàn cầu.",ระมัดระวัง,"นักลงทุนยังคงระมัดระวังท่ามกลางความไม่แน่นอนทางเศรษฐกิจโลก",berhati-hati,"Investor tetap berhati-hati di tengah ketidakpastian ekonomi global."
centralize,"The company decided to centralize all operations in one location.",중앙 집중화하다,"회사는 모든 운영을 한 곳에 중앙 집중화하기로 결정했다.",集中化する,"会社はすべての業務を一か所に集中化することを決定した。",集中化,"公司决定将所有运营集中在一个地点。",centralizar,"La empresa decidió centralizar todas las operaciones en una ubicación.",tập trung hóa,"Công ty quyết định tập trung hóa tất cả hoạt động tại một địa điểm.",รวมศูนย์,"บริษัทตัดสินใจรวมศูนย์การดำเนินงานทั้งหมดไว้ที่เดียว",memusatkan,"Perusahaan memutuskan untuk memusatkan semua operasi di satu lokasi."
chronological,"The report presents events in chronological order.",연대순의,"보고서는 사건을 연대순으로 제시한다.",時系列の,"報告書は出来事を時系列順に提示している。",按时间顺序的,"报告按时间顺序呈现事件。",cronológico,"El informe presenta los eventos en orden cronológico.",theo thứ tự thời gian,"Báo cáo trình bày các sự kiện theo thứ tự thời gian.",ตามลำดับเวลา,"รายงานนำเสนอเหตุการณ์ตามลำดับเวลา",kronologis,"Laporan menyajikan peristiwa dalam urutan kronologis."
cleave,"The new policy threatens to cleave the party into opposing factions.",분열시키다,"새로운 정책은 당을 대립하는 파벌로 분열시킬 위협이 있다.",分裂させる,"新しい政策は党を対立する派閥に分裂させる恐れがある。",分裂,"新政策有可能将该党分裂成对立派系。",dividir,"La nueva política amenaza con dividir al partido en facciones opuestas.",chia rẽ,"Chính sách mới đe dọa chia rẽ đảng thành các phe đối lập.",แบ่งแยก,"นโยบายใหม่คุกคามที่จะแบ่งแยกพรรคเป็นฝ่ายตรงข้าม",membelah,"Kebijakan baru mengancam membelah partai menjadi faksi-faksi yang berlawanan."
clinch,"The team managed to clinch the research grant after months of effort.",따내다,"팀은 몇 달간의 노력 끝에 연구 보조금을 따내는 데 성공했다.",獲得する,"チームは数ヶ月の努力の末に研究助成金を獲得することに成功した。",获得,"团队经过数月努力终于获得了研究资助。",conseguir,"El equipo logró conseguir la beca de investigación tras meses de esfuerzo.",giành được,"Nhóm đã giành được tài trợ nghiên cứu sau nhiều tháng nỗ lực.",คว้า,"ทีมสามารถคว้าทุนวิจัยได้หลังจากความพยายามหลายเดือน",meraih,"Tim berhasil meraih hibah penelitian setelah berbulan-bulan berusaha."
codify,"The parliament sought to codify existing common law practices.",법전화하다,"의회는 기존 관습법 관행을 법전화하려고 했다.",法典化する,"議会は既存の慣習法の慣行を法典化しようとした。",编纂,"议会试图编纂现有的普通法惯例。",codificar,"El parlamento buscó codificar las prácticas existentes del derecho consuetudinario.",hệ thống hóa,"Quốc hội tìm cách hệ thống hóa các thông lệ luật chung hiện có.",รวบรวมเป็นประมวล,"รัฐสภาพยายามรวบรวมเป็นประมวลแนวปฏิบัติของกฎหมายจารีตประเพณี",mengkodifikasi,"Parlemen berupaya mengkodifikasi praktik hukum umum yang ada."
